Time (s),Pressure (mmHg)
6.65,61.60
6.67,61.53
6.69,61.36
6.70,61.07
6.72,61.22
6.73,61.14
6.75,60.83
6.77,60.81
6.78,61.02
6.80,61.00
6.81,60.69
6.83,60.81
6.85,60.79
6.86,60.50
6.88,60.40
6.89,60.52
6.91,60.47
6.93,60.19
6.94,60.04
6.96,60.19
6.97,60.12
6.99,59.78
7.01,59.92
7.02,59.90
7.04,59.61
7.05,59.59
7.07,59.73
7.09,59.71
7.10,59.47
7.12,59.54
7.13,59.49
7.15,59.49
7.17,59.47
7.18,59.14
7.20,59.30
7.21,59.04
7.23,59.18
7.25,58.95
7.26,58.90
7.28,59.09
7.29,58.95
7.31,58.73
7.33,58.66
7.34,58.83
7.36,58.71
7.37,58.80
7.39,59.06
7.41,59.47
7.42,60.14
7.44,60.16
7.45,60.33
7.47,60.50
7.49,60.31
7.50,60.26
7.52,60.38
7.53,60.33
7.55,60.04
7.57,60.19
7.58,60.07
7.60,59.81
7.61,59.90
7.63,59.83
7.65,59.57
7.66,59.73
7.68,59.54
7.69,59.78
7.71,59.47
7.73,59.76
7.74,59.76
7.76,59.52
7.77,59.42
7.79,59.57
7.81,59.30
7.82,59.45
7.84,59.42
7.85,59.09
7.87,59.09
7.89,59.26
7.90,59.16
7.92,59.09
7.93,59.06
7.95,58.83
7.97,58.78
7.98,58.83
8.00,58.75
8.01,58.95
8.03,58.68
8.05,58.63
8.06,58.80
8.08,58.63
8.09,58.59
8.11,58.75
8.13,58.56
8.14,58.71
8.16,58.59
8.17,58.54
8.19,58.73
8.21,58.49
8.22,58.66
8.24,58.47
8.25,58.63
8.27,58.52
8.29,58.83
8.30,59.14
8.32,59.83
8.33,60.28
8.35,60.26
8.37,60.40
8.38,60.57
8.40,60.57
8.41,60.26
8.43,60.19
8.45,60.31
8.46,60.21
8.48,59.97
8.49,59.81
8.51,60.00
8.53,59.90
8.56,59.81
8.56,60.81
8.57,61.12
8.59,61.72
8.60,61.79
8.62,62.00
8.64,62.46
8.65,62.39
8.67,62.48
8.68,62.86
8.70,62.79
8.72,63.05
8.73,62.94
8.75,63.22
8.76,63.32
8.78,63.20
8.80,63.22
8.81,63.53
8.83,63.60
8.84,63.51
8.86,63.80
8.88,63.82
8.89,63.72
8.91,64.03
8.92,63.87
8.94,64.13
8.96,63.94
8.97,64.23
8.99,64.11
9.00,64.39
9.02,64.39
9.04,64.27
9.05,64.49
9.07,64.23
9.08,64.46
9.10,64.25
9.12,64.51
9.13,64.34
9.15,64.37
9.16,64.75
9.18,65.59
9.20,65.80
9.21,66.28
9.23,66.18
9.24,65.87
9.26,65.71
9.28,65.87
9.29,65.54
9.31,65.73
9.33,65.61
9.34,65.35
9.36,65.25
9.37,65.42
9.39,65.09
9.40,65.23
9.42,65.04
9.44,64.97
9.45,65.23
9.47,65.04
9.48,65.23
9.50,65.06
9.52,65.25
9.53,65.04
9.55,65.28
9.57,65.04
9.58,65.04
9.60,65.11
9.61,64.94
9.63,65.06
9.65,64.80
9.66,64.80
9.68,65.01
9.69,65.01
9.71,64.75
9.73,64.92
9.74,64.70
9.76,64.68
9.77,64.73
9.79,64.97
9.81,64.73
9.82,64.99
9.84,64.75
9.85,64.94
9.87,64.73
9.88,65.04
9.90,64.94
9.92,64.75
9.93,64.70
9.95,64.80
9.97,64.89
9.98,64.87
10.00,64.63
10.01,64.85
10.03,64.75
10.05,65.44
10.06,66.02
10.08,66.85
10.09,67.04
10.11,67.04
10.13,67.28
10.14,67.04
10.16,66.97
10.17,66.47
10.19,66.57
10.21,66.47
10.22,66.16
10.24,66.21
10.25,65.95
10.27,65.80
10.29,65.87
10.30,65.49
10.32,65.49
10.33,65.68
10.35,65.42
10.37,65.42
10.38,65.66
10.40,65.40
10.41,65.32
10.43,65.47
10.45,65.23
10.46,65.28
10.48,65.25
10.49,64.97
10.51,65.01
10.53,64.75
10.54,64.68
10.56,64.85
10.57,64.80
10.59,64.51
10.61,64.70
10.62,64.70
10.64,64.49
10.65,64.58
10.67,64.44
10.68,64.56
10.70,64.34
10.72,64.34
10.73,64.61
10.75,64.37
10.77,64.58
10.78,64.63
10.80,64.37
10.81,64.49
10.83,64.32
10.85,64.49
10.86,64.49
10.88,64.23
10.89,64.49
10.91,64.44
10.93,65.30
10.94,65.90
10.96,66.47
10.97,66.57
10.99,66.66
11.01,66.90
11.02,66.64
11.04,66.76
11.05,66.47
11.07,66.38
11.09,66.40
11.10,66.04
11.12,66.16
11.15,66.66
11.16,66.97
11.18,67.43
11.20,67.36
11.21,67.55
11.23,67.98
11.24,67.90
11.26,68.24
11.28,68.12
11.29,68.31
11.31,68.60
11.32,68.41
11.34,68.74
11.36,68.53
11.37,68.79
11.39,68.57
11.40,68.81
11.42,68.62
11.44,68.88
11.45,68.91
11.47,68.84
11.48,68.77
11.50,68.65
11.52,68.65
11.53,68.93
11.55,68.79
11.56,69.12
11.58,68.91
11.60,69.17
11.61,69.00
11.63,69.12
11.64,69.39
11.66,69.39
11.68,69.20
11.69,69.39
11.71,69.17
11.72,69.43
11.74,69.20
11.76,69.48
11.77,69.67
11.79,70.49
11.80,70.77
11.82,70.77
11.84,71.18
11.85,70.92
11.87,71.13
11.88,71.03
11.90,70.72
11.92,70.96
11.93,70.58
11.95,70.72
11.96,70.29
11.98,70.44
12.00,70.17
12.01,70.08
12.03,70.27
12.04,70.29
12.06,70.03
12.08,70.37
12.09,70.15
12.11,70.41
12.12,70.13
12.14,70.37
12.16,70.13
12.17,70.27
12.20,70.08
12.20,70.25
12.21,69.94
12.22,70.20
12.24,69.86
12.25,70.08
12.27,69.79
12.28,69.96
12.30,69.72
12.32,69.94
12.33,69.70
12.35,69.89
12.36,69.72
12.38,69.94
12.40,69.74
12.41,69.91
12.43,69.77
12.44,69.94
12.46,69.84
12.48,69.94
12.49,69.70
12.51,69.94
12.52,69.63
12.54,69.86
12.56,69.82
12.57,70.56
12.59,71.03
12.60,71.68
12.62,71.80
12.64,72.13
12.65,71.92
12.67,72.01
12.68,71.87
12.70,71.58
12.72,71.63
12.73,71.30
12.75,71.11
12.76,71.03
12.78,71.06
12.80,70.94
12.81,70.60
12.83,70.70
12.84,70.63
12.86,70.56
12.88,70.56
12.89,70.39
12.91,70.27
12.92,70.51
12.94,70.25
12.96,70.13
12.97,70.32
12.99,70.03
13.00,69.89
13.02,70.03
13.04,69.74
13.05,69.70
13.08,69.79
13.10,69.58
13.12,69.74
13.13,69.48
13.15,69.72
13.16,69.46
13.18,69.60
13.20,69.46
13.21,69.65
13.23,69.41
13.24,69.70
13.26,69.41
13.28,69.65
13.29,69.43
13.31,69.63
13.32,69.41
13.34,69.39
13.36,69.60
13.37,69.34
13.39,69.31
13.40,69.51
13.42,69.53
13.44,69.77
13.44,70.68
13.45,71.11
13.47,71.68
13.48,71.66
13.50,71.92
13.52,71.68
13.53,71.80
13.55,71.49
13.56,71.37
13.58,71.44
13.60,71.18
13.61,71.01
13.63,71.11
13.64,71.01
13.66,70.72
13.68,70.75
13.69,70.77
13.71,70.46
13.72,70.68
13.74,70.63
13.76,70.41
13.77,70.32
13.80,71.42
13.82,71.42
13.84,71.99
13.85,72.18
13.87,72.16
13.88,72.30
13.90,72.56
13.92,72.56
13.93,72.78
13.95,72.71
13.96,72.99
13.98,73.09
14.00,73.02
14.01,73.35
14.03,73.19
14.04,73.28
14.06,73.42
14.08,73.62
14.09,73.40
14.11,73.73
14.12,73.50
14.14,73.42
14.16,73.21
14.17,73.52
14.19,73.40
14.20,73.73
14.22,73.57
14.24,73.59
14.25,73.85
14.27,73.66
14.28,73.69
14.30,73.97
14.32,73.85
14.33,74.48
14.35,74.91
14.36,75.53
14.38,75.50
14.40,75.74
14.41,76.03
14.43,75.65
14.44,75.86
14.46,75.55
14.48,75.67
14.49,75.36
14.51,75.45
14.52,75.19
14.54,75.12
14.56,75.36
14.57,75.07
14.59,75.24
14.60,75.00
14.62,75.24
14.64,75.24
14.65,75.05
14.67,75.26
14.68,75.07
14.70,75.29
14.72,75.05
14.73,75.24
14.75,75.24
14.76,75.19
14.78,74.98
14.81,75.07
14.81,74.83
14.83,75.05
14.84,75.00
14.86,74.86
14.88,75.05
14.89,74.81
14.91,74.81
14.92,75.02
14.94,74.76
14.96,75.05
14.97,74.81
14.99,75.05
15.00,74.83
15.02,75.05
15.04,74.81
15.05,75.00
15.07,74.81
15.08,74.93
15.10,74.98
15.12,74.76
15.12,74.93
15.15,74.67
15.16,74.93
15.18,74.64
15.20,74.59
15.21,74.91
15.23,74.83
15.24,75.72
15.26,76.29
15.28,76.96
15.29,77.01
15.31,77.32
15.32,76.98
15.34,76.94
15.36,76.51
15.37,76.63
15.39,76.48
15.40,76.15
15.42,75.98
15.44,76.10
15.45,75.86
15.47,75.55
15.48,75.62
15.50,75.31
15.52,75.50
15.53,75.34
15.55,75.50
15.56,75.31
15.58,75.29
15.60,75.24
15.61,75.36
15.63,75.14
15.64,75.26
15.66,75.14
15.68,75.14
15.69,74.83
15.71,75.00
15.72,74.74
15.74,74.91
15.76,74.64
15.77,74.79
15.79,74.59
15.80,74.55
15.82,74.74
15.84,74.50
15.85,74.69
15.87,74.67
15.88,74.55
15.90,74.57
15.92,74.71
15.93,74.52
15.95,74.74
15.96,74.67
15.98,74.48
16.00,74.64
16.01,74.40
16.03,74.59
16.04,74.55
16.06,74.40
16.08,74.98
16.09,75.53
16.11,76.41
16.12,76.84
16.14,76.82
16.16,76.84
16.17,76.86
16.19,76.75
16.20,76.89
16.22,76.77
16.24,76.39
16.25,76.24
16.27,76.36
16.28,76.00
16.30,75.86
16.32,75.84
16.33,75.79
16.35,75.50
16.38,75.43
16.38,76.55
16.40,76.82
16.41,76.96
16.43,77.34
16.44,77.27
16.46,77.65
16.48,77.58
16.49,77.89
16.51,77.72
16.52,77.99
16.54,77.87
16.56,78.13
16.57,77.94
16.57,78.23
16.59,78.11
16.60,78.30
16.62,78.13
16.64,78.44
16.65,78.27
16.67,78.54
16.68,78.61
16.70,78.35
16.72,78.68
16.73,78.78
16.75,78.56
16.76,78.75
16.78,78.82
16.80,78.56
16.81,78.44
16.83,78.66
16.84,78.70
16.86,78.51
16.88,78.82
16.89,78.56
16.91,78.66
16.92,78.94
16.94,78.94
16.96,79.59
16.97,80.26
16.99,81.05
17.00,81.07
17.02,81.40
17.04,81.38
17.05,81.17
17.07,81.31
17.08,80.95
17.10,81.02
17.12,80.71
17.13,80.81
17.15,80.71
17.16,80.40
17.18,80.52
17.20,80.26
17.21,80.16
17.23,80.38
17.24,80.16
17.26,80.35
17.28,80.21
17.29,80.26
17.31,80.45
17.32,80.19
17.34,80.42
17.36,80.40
17.37,80.38
17.39,80.28
17.40,79.99
17.42,80.19
17.44,79.87
17.45,79.85
17.47,80.04
17.49,79.76
17.50,79.95
17.52,79.68
17.53,79.92
17.55,79.90
17.57,79.64
17.58,79.85
17.60,79.64
17.61,79.78
17.63,79.59
17.65,79.80
17.66,79.59
17.68,79.78
17.69,79.54
17.71,79.80
17.73,79.49
17.74,79.80
17.76,79.78
17.77,79.71
17.79,79.71
17.81,79.47
17.82,79.68
17.84,79.49
17.85,79.73
17.87,79.71
17.89,80.69
17.90,81.31
17.92,82.48
17.93,82.89
17.95,83.03
17.97,82.57
17.98,82.72
18.00,82.57
18.01,82.26
18.03,82.10
18.05,82.17
18.06,82.00
18.08,81.76
18.09,81.45
18.11,81.24
18.13,81.05
18.14,81.14
18.16,81.07
18.17,80.83
18.19,80.78
18.21,80.95
18.22,80.93
18.24,80.85
18.25,80.54
18.27,80.69
18.29,80.62
18.30,80.33
18.32,80.19
18.33,80.31
18.35,80.19
18.37,79.80
18.38,79.68
18.40,79.83
18.41,79.52
18.43,79.68
18.45,79.37
18.46,79.56
18.48,79.54
18.49,79.25
18.51,79.47
18.53,79.21
18.54,79.37
18.56,79.13
18.57,79.30
18.59,79.13
18.61,79.37
18.62,79.18
18.64,79.35
18.65,79.37
18.67,79.13
18.69,79.30
18.70,79.01
18.72,79.18
18.73,79.21
18.75,78.99
18.77,79.37
18.78,79.80
18.80,80.90
18.81,81.60
18.83,82.43
18.85,82.48
18.86,82.84
18.88,82.67
18.89,82.57
18.91,82.69
18.93,82.38
18.94,82.43
18.96,82.05
18.99,82.38
19.00,82.69
19.02,82.89
19.04,82.57
19.05,82.84
19.07,82.74
19.08,83.08
19.10,83.17
19.12,83.05
19.13,83.46
19.15,83.32
19.16,83.65
19.18,83.43
19.20,83.65
19.21,83.48
19.23,83.67
19.24,83.46
19.26,83.63
19.28,83.65
19.29,83.43
19.31,83.63
19.32,83.39
19.34,83.34
19.36,83.51
19.37,83.22
19.39,83.51
19.40,83.29
19.42,83.55
19.44,83.39
19.45,83.63
19.47,83.72
19.48,83.53
19.50,83.79
19.52,83.55
19.53,83.63
19.55,83.86
19.56,83.70
19.58,84.03
19.60,84.08
19.61,83.98
19.63,84.46
19.64,84.80
19.66,85.59
19.68,85.73
19.69,86.49
19.71,86.54
19.72,86.61
19.74,86.85
19.76,86.56
19.77,86.56
19.79,86.23
19.80,86.30
19.82,85.92
19.84,85.78
19.85,85.59
19.87,85.35
19.88,85.37
19.90,85.08
19.92,85.23
19.93,85.20
19.95,84.99
19.96,85.32
19.98,85.04
20.00,85.06
20.01,85.25
20.03,85.08
20.04,85.27
20.06,84.96
20.08,85.11
20.09,85.08
20.11,84.72
20.12,84.92
20.14,84.53
20.16,84.46
20.17,84.70
20.19,84.41
20.20,84.56
20.22,84.20
20.24,84.37
20.25,84.13
20.27,84.32
20.28,84.15
20.30,84.32
20.32,84.13
20.33,84.39
20.35,84.20
20.36,84.39
20.38,84.34
20.40,84.58
20.41,84.61
20.43,84.68
20.44,84.70
20.46,84.58
20.48,84.65
20.49,84.99
20.51,84.87
20.52,85.59
20.54,86.18
20.56,87.26
20.57,88.14
20.59,88.24
20.60,88.26
20.62,88.00
20.64,88.21
20.65,87.85
20.67,87.93
20.68,87.83
20.70,87.42
20.72,87.45
20.73,86.97
20.75,86.78
20.76,86.73
20.78,86.54
20.80,86.11
20.81,86.02
20.83,86.13
20.84,86.09
20.86,85.85
20.88,85.75
20.89,85.97
20.91,85.87
20.92,85.61
20.94,85.44
20.96,85.51
20.97,85.42
20.99,85.04
21.00,85.08
21.02,84.89
21.04,84.56
21.05,84.70
21.07,84.32
21.08,84.20
21.10,84.34
21.12,83.96
21.13,84.15
21.15,83.89
21.16,84.10
21.18,83.84
21.20,84.01
21.21,83.75
21.23,84.03
21.24,83.98
21.26,83.72
21.28,83.75
21.28,83.96
21.29,83.77
21.31,84.06
21.32,83.86
21.36,84.10
21.36,83.84
21.37,84.20
21.39,84.10
21.40,84.37
21.42,84.72
21.44,85.25
21.45,86.47
21.47,87.23
21.48,87.95
21.50,88.12
21.52,88.50
21.53,88.36
21.55,88.24
21.56,88.36
21.58,87.95
21.60,88.00
21.61,87.59
21.63,87.59
21.64,87.40
21.68,87.35
21.68,87.62
21.69,87.83
21.71,87.85
21.72,87.88
21.74,87.74
21.76,88.05
21.77,87.95
21.79,88.21
21.80,88.02
21.82,88.07
21.84,88.33
21.85,88.07
21.87,88.31
21.88,88.00
21.90,88.28
21.92,87.97
21.95,88.12
21.96,87.90
21.98,88.14
22.00,87.81
22.01,88.09
22.03,87.83
22.04,88.12
22.06,87.88
22.08,88.09
22.09,87.97
22.11,88.24
22.12,88.07
22.14,88.40
22.14,88.48
22.16,88.43
22.17,88.67
22.19,88.55
22.21,88.62
22.22,88.91
22.24,88.83
22.25,89.14
22.27,89.00
22.29,89.34
22.30,89.22
22.32,89.86
22.33,90.39
22.35,91.32
22.37,91.41
22.38,91.75
22.40,91.77
22.41,92.13
22.43,91.82
22.45,91.73
22.46,91.84
22.48,91.46
22.49,91.49
22.51,91.30
22.53,90.89
22.54,90.89
22.56,90.58
22.57,90.12
22.59,90.10
22.61,90.01
22.62,89.74
22.64,90.01
22.65,89.81
22.67,90.01
22.69,89.77
22.70,89.93
22.72,89.93
22.73,89.69
22.75,89.89
22.77,89.53
22.78,89.67
22.80,89.34
22.81,89.50
22.83,89.19
22.85,89.41
22.86,89.34
22.88,89.22
22.89,89.00
22.91,89.22
22.93,89.22
22.94,89.03
22.96,89.24
22.97,89.05
22.99,89.34
23.01,89.48
23.02,89.24
23.04,89.58
23.05,89.38
23.07,89.62
23.09,89.43
23.10,89.67
23.12,89.55
23.13,89.93
23.15,90.15
23.17,91.06
23.18,91.87
23.20,92.49
23.21,93.18
23.23,93.28
23.25,93.18
23.26,93.21
23.28,92.92
23.29,93.02
23.31,92.66
23.33,92.73
23.34,92.23
23.36,92.01
23.37,91.94
23.39,91.34
23.41,91.34
23.42,90.89
23.44,90.82
23.45,90.51
23.47,90.44
23.49,90.63
23.50,90.22
23.52,90.44
23.53,90.32
23.55,89.98
23.57,89.91
23.58,90.05
23.60,89.62
23.61,89.53
23.63,89.62
23.65,89.48
23.66,89.14
23.68,89.05
23.69,89.17
23.71,88.93
23.73,89.03
23.74,88.79
23.76,88.98
23.77,88.95
23.79,88.69
23.81,88.98
23.82,88.81
23.84,89.10
23.85,88.91
23.87,89.24
23.89,89.05
23.90,89.31
23.92,89.10
23.93,89.38
23.95,89.24
23.97,89.46
23.98,89.34
24.00,89.65
24.01,89.43
24.03,89.91
24.05,90.27
24.06,91.34
24.08,92.08
24.09,93.14
24.11,93.35
24.13,93.83
24.14,93.73
24.16,93.90
24.17,93.54
24.19,93.61
24.21,93.25
24.22,93.28
24.24,92.87
24.25,92.78
24.27,92.35
24.29,92.01
24.30,91.96
24.32,91.70
24.35,91.70
24.36,92.13
24.38,92.25
24.40,92.37
24.41,92.39
24.43,92.49
24.44,92.73
24.46,92.54
24.48,92.51
24.49,92.78
24.51,92.49
24.52,92.70
24.54,92.42
24.56,92.61
24.57,92.42
24.59,92.61
24.60,92.32
24.62,92.56
24.64,92.35
24.65,92.63
24.67,92.51
24.68,92.61
24.70,92.97
24.72,93.09
24.73,92.97
24.75,93.28
24.76,93.21
24.78,93.28
24.80,93.61
24.81,93.71
24.83,93.54
24.84,93.85
24.86,93.97
24.88,93.83
24.89,93.88
24.91,94.19
24.92,94.26
24.94,94.09
24.96,94.45
24.97,94.62
24.99,95.60
25.00,96.07
25.02,96.93
25.04,96.58
25.05,97.01
25.07,96.96
25.08,97.17
25.10,97.15
25.12,96.79
25.13,96.67
25.15,96.65
25.16,96.34
25.18,95.93
25.20,95.69
25.21,95.38
25.23,95.31
25.24,95.17
25.26,94.90
25.28,94.62
25.29,94.57
25.31,94.71
25.32,94.50
25.34,94.69
25.36,94.40
25.37,94.62
25.39,94.33
25.40,94.47
25.42,94.28
25.44,94.35
25.45,94.07
25.47,94.23
25.48,93.90
25.50,94.07
25.52,94.14
25.53,93.85
25.55,94.19
25.56,93.97
25.58,94.21
25.60,94.04
25.61,94.38
25.63,94.19
25.64,94.45
25.66,94.31
25.68,94.54
25.69,94.38
25.71,94.69
25.72,94.62
25.74,94.59
25.76,94.81
25.77,94.71
25.79,94.86
25.80,94.69
25.82,94.90
25.84,94.83
25.85,94.93
25.87,95.57
25.88,96.00
25.90,97.08
25.92,97.58
25.93,98.32
25.95,98.51
25.96,98.13
25.98,98.08
26.00,98.25
26.01,98.15
26.03,97.79
26.04,97.58
26.06,97.63
26.08,97.34
26.09,97.03
26.11,96.38
26.12,95.98
26.14,95.72
26.14,95.48
26.16,95.33
26.17,95.17
26.19,95.24
26.21,95.21
26.22,94.88
26.24,94.71
26.25,94.81
26.27,94.50
26.29,94.40
26.30,94.47
26.32,94.19
26.33,94.35
26.35,93.97
26.37,94.14
26.38,93.95
26.40,94.09
26.41,93.95
26.43,94.16
26.45,94.21
26.46,94.04
26.48,94.26
26.49,94.11
26.51,94.35
26.53,94.40
26.54,94.21
26.56,94.50
26.57,94.31
26.59,94.50
26.61,94.28
26.62,94.52
26.64,94.35
26.65,94.62
26.67,94.54
26.69,95.33
26.70,95.83
26.72,96.96
26.73,97.53
26.75,98.10
26.77,98.51
26.78,98.80
26.80,98.49
26.81,98.56
26.83,98.27
26.85,98.34
26.86,98.15
26.88,97.84
26.89,97.67
26.91,97.36
26.93,96.72
26.94,96.62
26.96,96.05
26.97,96.00
27.00,96.55
27.02,96.69
27.04,96.86
27.05,96.77
27.07,97.05
27.08,97.05
27.10,96.91
27.12,97.20
27.13,97.17
27.15,96.91
27.16,97.15
27.18,96.96
27.20,97.05
27.21,97.29
27.23,97.15
27.24,97.48
27.26,97.60
27.28,97.72
27.29,97.65
27.31,98.01
27.32,98.15
27.34,97.99
27.36,98.13
27.37,98.49
27.39,98.37
27.40,98.44
27.42,98.77
27.44,98.63
27.45,98.92
27.47,98.99
27.48,98.80
27.50,99.11
27.52,98.92
27.53,99.32
27.55,99.04
27.56,99.44
27.58,99.63
27.60,100.28
27.61,100.97
27.63,101.86
27.64,101.47
27.66,101.78
27.68,102.24
27.69,102.21
27.71,101.88
27.72,101.81
27.74,101.76
27.76,101.74
27.77,101.31
27.79,101.40
27.80,101.09
27.82,100.54
27.84,100.49
27.85,100.18
27.87,99.71
27.88,99.75
27.90,99.37
27.92,99.54
27.93,99.35
27.95,99.28
27.96,99.39
27.98,99.11
28.00,99.30
28.01,98.99
28.03,99.13
28.04,98.85
28.06,99.08
