Time (s),Pressure (mmHg)
5.78,52.08
5.79,52.20
5.81,52.47
5.83,52.87
5.84,53.06
5.86,53.21
5.87,53.16
5.89,53.25
5.90,53.54
5.92,53.90
5.94,54.07
5.95,54.28
5.97,54.33
5.99,54.64
6.00,55.31
6.02,55.57
6.03,55.69
6.05,56.22
6.07,56.22
6.08,56.65
6.10,56.69
6.11,56.84
6.13,57.05
6.14,57.48
6.16,57.72
6.18,57.65
6.19,58.10
6.21,58.32
6.23,58.25
6.24,58.37
6.26,58.80
6.27,59.01
6.29,58.94
6.31,59.39
6.32,59.63
6.34,59.61
6.35,60.02
6.37,60.04
6.38,60.49
6.40,60.37
6.42,60.85
6.43,60.97
6.45,60.95
6.47,61.33
6.48,61.28
6.50,61.66
6.51,61.62
6.53,61.97
6.55,61.95
6.56,62.43
6.58,62.38
6.59,62.74
6.61,62.72
6.63,63.10
6.64,63.05
6.66,63.43
6.67,63.36
6.69,63.86
6.71,63.96
6.72,64.15
6.74,64.08
6.75,64.48
6.75,64.39
6.79,64.84
6.80,64.72
6.82,65.08
6.83,65.13
6.85,65.39
6.87,65.51
6.88,65.44
6.90,65.92
6.91,65.89
6.93,66.54
6.95,66.99
6.96,67.28
6.98,67.78
6.99,68.00
7.01,68.31
7.03,68.71
7.04,68.76
7.06,69.19
7.07,69.41
7.09,69.41
7.11,69.57
7.11,69.98
7.12,69.98
7.15,70.27
7.17,70.19
7.19,70.27
7.20,70.55
7.22,70.70
7.23,70.67
7.25,70.93
7.27,71.27
7.27,71.51
7.28,71.51
7.30,71.96
7.31,72.13
7.33,72.10
7.35,72.22
7.36,72.63
7.38,72.77
7.39,72.92
7.41,72.82
7.43,72.94
7.44,73.37
7.46,73.44
7.47,73.35
7.49,73.49
7.51,73.83
7.52,73.94
7.54,74.02
7.55,73.92
7.57,74.21
7.59,74.33
7.60,74.47
7.62,74.35
7.63,74.52
7.65,74.97
7.67,75.21
7.68,75.38
7.70,75.57
7.71,75.52
7.73,75.95
7.75,76.12
7.76,76.12
7.78,76.43
7.79,76.86
7.81,77.39
7.83,78.22
7.84,78.75
7.86,78.96
7.87,79.25
7.89,79.70
7.91,79.94
7.92,80.16
7.94,80.63
7.95,80.80
7.97,81.11
7.99,81.21
8.00,81.42
8.02,81.57
8.03,81.47
8.05,81.73
8.07,81.81
8.08,81.88
8.10,81.92
8.11,81.78
8.13,81.92
8.15,82.00
8.16,82.16
8.18,82.31
8.19,82.45
8.21,82.57
8.23,82.69
8.24,82.83
8.26,82.98
8.27,83.02
8.29,83.19
8.31,83.21
8.32,83.33
8.34,83.43
8.35,83.55
8.37,83.64
8.39,83.86
8.40,84.00
8.42,84.19
8.43,84.34
8.45,84.48
8.47,84.65
8.48,84.84
8.50,84.98
8.51,85.20
8.53,85.34
8.55,85.48
8.56,85.68
8.58,85.84
8.59,86.03
8.61,86.18
8.63,86.39
8.64,86.49
8.66,86.61
8.67,86.85
8.69,86.94
8.71,87.13
8.72,87.37
8.74,87.66
8.75,88.02
8.77,88.45
8.79,89.19
8.80,89.64
8.82,89.95
8.83,90.24
8.85,90.45
8.87,90.50
8.88,90.84
8.90,91.12
8.91,91.34
8.93,91.58
8.95,92.01
8.96,92.13
8.98,92.29
9.00,92.41
9.01,92.17
9.03,92.15
9.04,92.13
9.06,92.34
9.08,92.25
9.09,92.22
9.11,92.27
9.12,92.10
9.14,92.20
9.16,92.17
9.17,92.53
9.19,92.70
9.20,92.82
9.22,92.96
9.23,92.89
9.25,92.99
9.27,93.39
9.28,93.30
9.30,93.68
9.32,93.82
9.33,93.75
9.35,93.94
9.36,94.06
9.38,94.42
9.40,94.66
9.41,94.80
9.43,94.68
9.44,94.85
9.46,95.07
9.48,95.16
9.49,95.50
9.51,95.69
9.52,95.64
9.54,95.71
9.56,96.14
9.57,96.28
9.59,96.26
9.60,96.40
9.62,96.62
9.64,96.91
9.65,97.05
9.67,97.05
9.68,97.19
9.70,97.53
9.72,97.69
9.73,97.81
9.75,97.79
9.76,98.15
9.78,98.36
9.79,98.67
9.81,98.89
9.83,99.41
9.84,99.75
9.86,99.80
9.88,100.27
9.89,100.39
9.91,100.32
9.92,100.51
9.94,100.94
9.96,100.97
9.97,100.92
9.99,101.35
10.00,101.47
10.02,101.33
10.04,101.52
10.05,101.80
10.07,101.52
10.08,101.42
10.10,101.61
10.11,101.71
10.13,101.61
10.15,101.95
10.16,102.09
10.18,102.04
10.20,102.11
10.21,102.50
10.23,102.45
10.24,102.62
10.26,102.93
10.28,102.85
10.29,102.97
10.31,103.26
10.32,103.21
10.34,103.33
10.36,103.55
10.37,103.83
10.39,103.74
10.40,104.17
10.42,104.29
10.44,104.19
10.45,104.36
10.47,104.74
10.48,104.62
10.50,104.79
10.52,105.05
10.53,105.24
10.55,105.20
10.56,105.48
10.58,105.46
10.60,105.55
10.61,105.94
10.63,105.84
10.64,105.96
10.66,106.03
10.68,106.44
10.69,106.27
10.71,106.65
10.72,106.84
10.74,106.72
10.76,107.04
10.77,106.87
10.79,107.01
10.80,107.37
10.82,107.25
10.84,107.63
10.85,107.75
10.87,107.80
10.88,108.28
10.90,108.44
10.92,108.90
10.93,109.04
10.95,108.88
10.96,109.23
10.98,109.23
11.00,109.07
11.01,109.35
11.03,109.26
11.04,109.62
11.06,109.69
11.08,109.66
11.09,110.07
