Time (s),Pressure (mmHg)
15.51,77.65
15.53,78.08
15.54,78.15
15.56,78.01
15.57,77.98
15.59,78.32
15.61,78.08
15.62,78.34
15.64,78.20
15.65,78.22
15.67,78.51
15.69,78.53
15.70,78.36
15.72,78.68
15.73,78.75
15.75,78.53
15.77,78.82
15.78,78.63
15.80,78.89
15.81,78.91
15.83,79.01
15.83,78.79
15.85,78.79
15.86,79.11
15.88,78.82
15.90,78.87
15.91,79.08
15.93,78.89
15.94,78.79
15.96,79.15
15.97,78.91
15.99,79.32
16.01,79.65
16.02,80.18
16.04,80.87
16.06,80.83
16.07,81.04
16.09,80.80
16.10,80.90
16.12,80.75
16.14,80.71
16.15,80.35
16.17,80.42
16.18,80.13
16.20,80.32
16.22,80.04
16.23,80.18
16.25,79.94
16.26,80.08
16.28,79.92
16.30,80.13
16.31,80.01
16.33,80.30
16.34,80.06
16.36,80.30
16.37,80.06
16.39,80.25
16.41,80.18
16.42,80.01
16.44,80.13
16.46,79.89
16.47,80.01
16.49,79.73
16.50,79.92
16.52,79.70
16.54,79.94
16.55,79.70
16.57,79.87
16.58,79.65
16.60,79.82
16.61,79.73
16.63,79.99
16.65,79.73
16.66,79.77
16.68,79.94
16.70,79.73
16.71,79.97
16.73,79.89
16.74,79.70
16.76,79.89
16.78,79.58
16.79,79.87
16.81,79.56
16.82,79.82
16.84,79.82
16.86,80.61
16.87,81.28
16.89,82.09
16.90,82.24
16.92,82.26
16.94,82.43
16.95,82.31
16.97,81.88
16.98,81.90
17.00,81.76
17.02,81.30
17.03,81.21
17.05,81.23
17.06,80.87
17.08,80.87
17.10,80.73
17.11,80.35
17.13,80.32
17.14,80.59
17.16,80.35
17.18,80.47
17.19,80.32
17.21,80.47
17.22,80.49
17.24,80.37
17.25,80.32
17.27,80.01
17.29,80.11
17.30,80.04
17.32,79.75
17.34,79.87
17.35,79.61
17.37,79.73
17.38,79.49
17.40,79.44
17.41,79.42
17.43,79.63
17.45,79.39
17.46,79.58
17.48,79.42
17.50,79.65
17.51,79.46
17.53,79.63
17.54,79.39
17.56,79.61
17.58,79.42
17.59,79.56
17.61,79.37
17.62,79.54
17.64,79.27
17.66,79.65
17.67,79.89
17.69,81.02
17.70,81.57
17.72,82.26
17.74,82.52
17.75,82.28
17.77,82.47
17.78,82.31
17.80,81.97
17.82,82.04
17.83,81.85
17.85,81.71
17.86,81.40
17.88,81.23
17.90,81.30
17.91,81.06
17.93,80.75
17.94,80.85
17.96,80.78
17.98,80.75
17.99,80.80
18.01,80.73
18.04,81.26
18.05,81.64
18.07,82.12
18.09,82.04
18.10,82.38
18.12,82.24
18.13,82.59
18.15,82.43
18.17,82.67
18.18,82.74
18.20,82.57
18.21,82.86
18.23,82.64
18.25,82.69
18.26,83.02
18.28,82.81
18.29,83.14
18.31,83.19
18.33,83.10
18.34,83.29
18.36,83.41
18.37,83.43
18.39,83.26
18.41,83.57
18.42,83.62
18.44,83.41
18.45,83.74
18.47,83.48
18.49,83.72
18.50,83.50
18.52,83.55
18.53,83.84
18.55,83.86
18.57,84.53
18.58,85.41
18.60,85.68
18.61,85.94
18.63,86.15
18.65,86.15
18.65,86.11
18.66,85.80
18.68,85.70
18.70,85.75
18.71,85.53
18.73,85.58
18.74,85.44
18.76,85.08
18.77,85.22
18.79,84.89
18.81,85.08
18.82,84.89
18.84,85.10
18.86,84.96
18.87,85.25
18.89,84.98
18.90,85.27
18.92,85.20
18.94,85.03
18.95,85.17
18.97,84.89
18.98,85.05
19.00,84.74
19.02,84.91
19.03,84.65
19.05,84.82
19.06,84.55
19.08,84.53
19.10,84.74
19.11,84.43
19.13,84.67
19.14,84.43
19.16,84.65
19.18,84.43
19.19,84.43
19.21,84.67
19.22,84.48
19.24,84.70
19.26,84.46
19.27,84.67
19.29,84.48
19.30,84.67
19.32,84.41
19.34,84.41
19.35,84.55
19.37,84.34
19.38,84.31
19.40,84.55
19.42,84.55
19.43,84.53
19.45,85.22
19.46,86.06
19.48,86.85
19.50,87.73
19.51,87.92
19.53,88.18
19.54,88.04
19.56,87.61
19.58,87.68
19.59,87.54
19.61,87.09
19.62,86.89
19.64,86.85
19.66,86.63
19.67,86.44
19.69,85.99
19.70,85.75
19.72,85.84
19.74,85.56
19.75,85.51
19.77,85.72
19.78,85.70
19.80,85.44
19.82,85.44
19.83,85.68
19.85,85.56
19.86,85.17
19.88,85.27
19.90,85.22
19.91,84.94
19.93,85.03
19.94,84.65
19.96,84.82
19.98,84.46
19.99,84.60
20.01,84.29
20.02,84.50
20.04,84.39
20.06,84.17
20.07,84.39
20.09,84.17
20.10,84.34
20.12,84.34
20.14,84.12
20.15,84.34
20.17,84.17
20.18,84.34
20.20,84.17
20.22,84.31
20.23,84.05
20.25,84.05
20.26,84.03
20.28,84.24
20.30,84.17
20.31,84.89
20.33,85.84
20.34,86.82
20.36,87.47
20.38,88.14
20.39,88.11
20.41,88.26
20.42,88.38
20.44,88.21
20.46,87.80
20.47,87.66
20.49,87.68
20.50,87.49
20.52,87.01
20.54,86.63
20.55,86.56
20.57,86.15
20.60,86.70
20.61,87.18
20.63,87.42
20.65,87.66
20.66,87.83
20.68,87.73
20.70,88.06
20.70,87.90
20.71,88.16
20.73,87.99
20.74,88.21
20.76,87.99
20.78,88.18
20.79,88.18
20.81,87.90
20.82,88.11
20.84,88.06
20.86,87.83
20.87,88.04
20.89,87.80
20.90,88.14
20.92,88.16
20.93,88.02
20.95,88.26
20.97,88.09
20.98,88.11
21.00,88.35
21.02,88.40
21.03,88.23
21.05,88.28
21.06,88.54
21.08,88.69
21.10,89.07
21.11,89.90
21.13,90.72
21.14,91.10
21.16,91.67
21.18,91.60
21.19,91.60
21.21,91.65
21.22,91.24
21.24,91.34
21.26,90.93
21.27,90.79
21.29,90.86
21.30,90.65
21.32,90.26
21.34,90.19
21.35,90.05
21.37,89.71
21.38,89.71
21.40,89.69
21.42,89.93
21.43,89.79
21.45,90.05
21.46,89.86
21.48,90.05
21.50,89.81
21.51,90.00
21.53,89.76
21.54,89.86
21.56,89.64
21.58,89.74
21.59,89.43
21.61,89.62
21.62,89.33
21.64,89.47
21.66,89.16
21.67,89.31
21.69,89.02
21.70,89.28
21.72,89.24
21.74,89.02
21.75,89.28
21.77,89.07
21.78,89.07
21.80,89.36
21.82,89.16
21.83,89.40
21.85,89.21
21.86,89.19
21.88,89.50
21.90,89.33
21.91,89.79
21.93,90.22
21.94,91.34
21.96,92.15
21.98,93.20
21.99,93.51
22.01,93.42
22.02,93.54
22.04,93.30
22.05,92.84
22.07,92.94
22.09,92.48
22.10,92.27
22.12,92.22
22.14,92.05
22.15,91.51
22.17,91.39
22.18,91.17
22.20,90.74
22.22,90.62
22.23,90.60
22.25,90.67
22.26,90.69
22.28,90.67
22.30,90.38
22.31,90.38
22.33,90.48
22.34,90.29
22.36,89.93
22.38,89.81
22.39,89.90
22.41,89.57
22.42,89.69
22.44,89.31
22.46,89.47
22.47,89.33
22.49,89.24
22.50,89.16
22.52,89.16
22.54,88.85
22.55,88.97
22.57,88.73
22.58,89.00
22.60,88.76
22.62,88.76
22.63,89.00
22.65,88.83
22.66,89.04
22.68,88.81
22.70,89.07
22.71,88.83
22.73,89.14
22.74,88.97
22.76,89.00
22.78,89.31
22.79,89.64
22.81,90.53
22.82,91.72
22.84,92.63
22.86,93.54
22.87,93.87
22.89,93.99
22.90,93.99
22.92,93.89
22.94,93.51
22.95,93.23
22.97,93.06
22.98,92.82
23.00,92.63
23.02,92.32
23.03,92.01
23.05,91.89
23.06,91.39
23.08,91.53
23.10,91.22
23.11,91.34
23.14,91.84
23.14,92.08
23.16,92.27
23.19,92.32
23.19,92.41
23.22,92.68
23.24,92.65
23.24,92.48
23.27,92.68
23.29,92.41
23.30,92.58
23.32,92.27
23.33,92.48
23.35,92.32
23.37,92.46
23.38,92.25
23.40,92.46
23.42,92.25
23.43,92.51
23.45,92.39
23.46,92.41
23.48,92.72
23.50,92.60
23.51,92.63
23.53,92.80
23.54,93.11
23.56,92.96
23.57,93.08
23.59,93.39
23.61,93.25
23.62,93.58
23.64,93.56
23.66,93.63
23.67,93.99
23.69,94.11
23.70,94.90
23.72,95.85
23.73,96.88
23.74,97.07
23.75,97.48
23.77,97.29
23.78,97.41
23.80,97.26
23.82,96.86
23.83,96.88
23.85,96.64
23.86,96.21
23.89,95.97
23.91,95.85
23.93,95.59
23.94,95.04
23.96,95.04
23.97,94.87
23.99,94.64
24.01,94.83
24.02,94.61
24.04,94.78
24.06,94.68
24.07,94.83
24.09,94.61
24.10,94.80
24.12,94.47
24.14,94.56
24.15,94.25
24.17,94.21
24.18,94.30
24.20,94.01
24.21,94.18
24.23,93.80
24.25,94.09
24.26,93.75
24.28,93.73
24.30,93.89
24.31,93.70
24.33,93.97
24.34,93.99
24.36,93.87
24.37,94.11
24.39,93.94
24.41,93.99
24.42,94.25
24.44,94.06
24.46,94.42
24.47,94.28
24.49,94.49
24.50,94.54
24.52,95.18
24.53,96.33
24.53,97.36
24.55,98.00
24.57,98.65
24.58,98.86
24.60,98.65
24.62,98.41
24.63,98.27
24.65,98.12
24.66,97.67
24.68,97.45
24.70,97.33
24.71,97.07
24.73,96.43
24.74,96.31
24.76,95.97
24.78,95.50
24.79,95.52
24.81,95.40
24.82,95.07
24.84,95.28
24.86,95.21
24.87,94.90
24.89,95.02
24.90,94.87
24.92,94.61
24.94,94.64
24.95,94.35
24.97,94.23
24.98,94.35
25.00,94.06
25.02,94.23
25.03,93.89
25.05,94.06
25.06,93.73
25.08,93.92
25.10,93.63
25.11,93.82
25.13,93.63
25.14,93.92
25.16,93.97
25.18,93.97
25.19,93.85
25.21,94.11
25.22,94.16
25.24,93.97
25.26,94.32
25.27,94.37
25.29,94.30
25.30,95.23
25.32,95.95
25.34,97.10
25.35,98.03
25.37,98.79
25.38,99.15
25.40,99.22
25.42,98.96
25.43,98.84
25.45,98.94
25.46,98.72
25.48,98.51
25.50,97.98
25.51,97.69
25.53,97.31
25.54,97.14
25.56,96.55
25.58,96.33
25.59,96.38
25.61,96.02
25.62,96.09
25.64,95.81
25.66,95.88
25.67,95.83
25.69,95.52
25.70,95.42
25.74,95.71
25.75,96.43
25.77,96.55
25.78,96.33
25.80,96.38
25.81,96.59
25.83,96.40
25.83,96.69
25.85,96.55
25.86,96.71
25.90,96.74
25.91,96.57
25.93,96.69
25.94,96.95
25.96,97.12
25.98,97.05
25.99,97.14
26.01,97.53
26.02,97.43
26.04,97.60
26.06,97.98
26.07,97.86
26.09,98.20
26.10,98.05
26.12,98.43
26.13,98.58
26.15,98.60
26.17,99.22
26.18,99.92
26.20,101.13
26.22,101.87
26.23,102.16
26.23,102.47
26.26,102.30
26.28,102.30
26.30,102.19
26.31,102.11
26.33,101.64
26.34,101.61
26.36,101.40
26.37,101.13
26.39,100.61
26.41,100.25
26.42,100.25
26.44,99.70
26.45,99.46
26.46,99.41
26.47,99.53
26.50,99.32
26.52,99.29
26.52,99.49
26.55,99.27
26.55,99.46
26.58,99.25
26.58,99.37
26.61,99.27
26.63,99.01
26.65,99.08
26.66,98.74
26.68,98.98
26.69,98.63
26.71,98.86
26.73,98.60
26.73,98.77
26.74,98.58
26.77,98.51
26.78,98.91
26.79,98.70
26.81,98.96
26.84,98.77
26.85,99.08
26.87,99.22
26.89,99.08
26.90,99.39
26.92,99.22
26.94,99.53
26.95,99.60
26.95,99.53
26.97,99.60
27.00,99.44
27.00,99.39
27.02,99.58
27.03,100.06
27.05,100.49
27.08,101.61
27.10,102.59
27.11,103.26
27.11,103.62
27.13,104.12
27.14,104.14
27.16,103.98
27.18,103.40
27.19,103.40
27.21,103.21
27.22,102.81
27.24,102.54
27.26,102.47
27.27,102.09
27.29,101.44
27.30,101.06
27.32,100.70
27.34,100.51
27.35,100.54
27.37,100.44
27.38,100.11
27.40,100.20
27.42,99.94
27.43,99.84
27.45,100.01
27.46,99.53
27.48,99.63
27.50,99.46
27.51,99.15
27.53,99.27
27.54,99.13
27.56,98.77
27.58,98.94
27.59,98.67
27.61,98.79
27.62,98.63
27.64,98.58
27.65,98.84
27.67,98.63
27.69,98.96
27.70,99.03
27.72,98.84
27.74,99.15
27.75,98.96
27.77,98.96
27.78,99.27
27.80,99.10
27.82,99.32
27.83,99.32
27.85,99.15
27.86,99.34
27.88,99.41
27.90,99.34
27.91,99.99
27.93,100.63
27.94,101.90
27.96,102.66
27.98,103.31
27.99,103.88
28.01,103.93
28.02,104.19
28.04,103.81
