Time (s),Pressure (mmHg)
2.42,19.07
2.43,19.29
2.45,19.33
2.46,19.33
2.48,19.69
2.50,19.81
2.51,19.88
2.53,19.95
2.54,20.03
2.56,20.22
2.58,20.07
2.59,20.17
2.61,20.19
2.63,20.29
2.64,20.72
2.66,20.79
2.67,20.91
2.69,20.98
2.70,21.08
2.72,21.24
2.74,21.34
2.75,21.39
2.77,21.34
2.79,21.41
2.80,21.58
2.82,21.67
2.83,21.77
2.85,21.89
2.87,22.03
2.88,22.37
2.90,22.42
2.91,22.53
2.93,22.73
2.94,22.80
2.96,22.94
2.98,22.85
2.99,22.99
3.01,23.13
3.03,23.20
3.04,23.56
3.06,23.49
3.07,23.80
3.09,23.92
3.10,24.02
3.12,24.18
3.14,24.23
3.15,24.40
3.17,24.52
3.18,24.64
3.20,24.80
3.22,24.92
3.23,25.04
3.25,25.23
3.26,25.35
3.28,25.50
3.30,25.62
3.31,25.74
3.33,25.86
3.35,25.93
3.36,26.09
3.38,26.21
3.39,26.09
3.41,26.36
3.43,26.33
3.44,26.43
3.46,26.55
3.47,26.67
3.49,26.81
3.51,26.95
3.52,27.05
3.54,27.17
3.55,27.27
3.57,27.41
3.58,27.79
3.60,27.82
3.62,27.96
3.63,28.01
3.65,28.15
3.68,28.05
3.68,28.44
3.70,28.32
3.71,28.41
3.73,28.53
3.75,28.65
3.76,28.99
3.78,29.15
3.79,29.32
3.81,29.34
3.83,29.20
3.84,29.32
3.86,29.44
3.87,29.61
3.89,29.73
3.91,30.01
3.92,30.18
3.94,30.30
3.95,30.44
3.97,30.51
3.99,30.68
4.00,30.59
4.02,30.68
4.03,30.78
4.05,31.09
4.07,31.23
4.08,31.16
4.10,31.30
4.11,31.49
4.13,31.57
4.15,31.83
4.16,32.12
4.18,32.33
4.19,32.55
4.21,32.43
4.23,32.55
4.24,32.86
4.26,32.98
4.27,32.95
4.29,33.07
4.31,33.38
4.32,33.48
4.34,33.60
4.35,33.50
4.37,33.64
4.39,33.76
4.40,34.12
4.42,34.24
4.43,34.39
4.45,34.29
4.47,34.60
4.48,34.74
4.50,34.86
4.51,34.77
4.53,34.91
4.55,35.27
4.56,35.39
4.58,35.34
4.59,35.63
4.61,35.58
4.63,35.91
4.64,36.06
4.66,35.99
4.67,36.30
4.69,36.51
4.71,36.32
4.72,36.75
4.74,36.66
4.75,36.77
4.77,36.92
4.79,37.37
4.80,37.47
4.82,37.32
4.83,37.42
4.85,37.73
4.87,37.83
4.88,37.75
4.90,38.14
4.91,38.26
4.93,38.21
4.95,38.61
4.96,38.69
4.98,38.64
4.99,38.83
5.01,39.12
5.03,39.33
5.04,39.31
5.06,39.76
5.07,39.76
5.09,39.93
5.11,40.29
5.12,40.19
5.14,40.31
5.15,40.72
5.17,40.74
5.19,40.76
5.20,41.15
5.22,41.03
5.23,41.43
5.25,41.58
5.27,41.53
5.28,41.84
5.30,41.74
5.31,42.13
5.33,42.13
5.35,42.27
5.36,42.65
5.38,42.65
5.39,43.03
5.41,42.96
5.43,43.23
5.44,43.56
5.46,43.49
5.47,43.82
5.49,43.99
5.51,44.09
5.52,44.28
5.54,44.23
5.55,44.56
5.57,44.61
5.59,44.95
5.60,44.90
5.62,45.23
5.63,45.42
5.65,45.35
5.67,45.54
5.68,45.69
5.70,45.78
5.71,45.93
5.73,46.28
5.75,46.26
5.76,46.74
5.78,46.64
5.79,47.05
5.81,47.02
5.83,47.36
5.84,47.33
5.86,47.81
5.87,47.77
5.89,48.12
5.91,48.12
5.92,48.53
5.94,48.48
5.95,48.67
5.97,49.08
5.99,49.53
6.00,49.80
6.02,50.06
6.03,50.13
6.05,50.46
6.07,50.49
6.08,50.78
6.10,50.75
6.11,50.89
6.13,51.11
6.15,51.23
6.16,51.71
6.18,51.64
6.19,52.02
6.21,51.99
6.23,52.38
6.24,52.52
6.27,52.50
6.28,52.90
6.29,52.95
6.31,53.45
6.32,53.62
6.34,53.62
6.35,54.00
6.37,54.02
6.39,54.41
6.40,54.53
6.42,54.50
6.44,54.88
6.45,54.86
6.47,55.05
6.48,55.29
6.50,55.46
6.51,55.79
6.53,56.01
6.55,55.91
6.56,56.34
6.58,56.58
6.59,56.56
6.61,56.65
6.63,57.11
6.64,57.08
6.66,57.25
6.68,57.66
6.69,57.85
6.71,57.82
6.72,58.28
6.74,58.49
6.76,58.61
6.77,58.59
6.79,58.83
6.80,58.95
6.82,59.33
6.83,59.33
6.85,59.73
6.87,59.78
6.88,60.40
6.90,60.79
6.92,60.81
6.93,61.05
6.95,61.43
6.96,61.62
6.98,61.89
7.00,62.05
7.01,62.03
7.03,62.20
7.04,62.32
7.06,62.72
7.08,62.94
7.09,62.94
7.11,63.06
7.12,63.22
7.14,63.65
7.16,63.89
7.17,64.01
7.19,64.11
7.20,64.54
7.22,64.54
7.24,64.78
7.25,65.02
7.27,65.18
7.28,65.35
7.30,65.73
7.31,65.90
7.33,66.14
7.35,66.23
7.36,66.45
7.38,66.42
7.39,66.62
7.41,66.81
7.43,67.05
7.44,67.24
7.46,67.64
7.48,67.91
7.49,68.03
7.51,68.29
7.52,68.48
7.54,68.69
7.56,68.89
7.57,69.12
7.59,69.36
7.60,69.51
7.62,69.67
7.63,69.89
7.65,70.10
7.67,70.32
7.68,70.46
7.70,70.68
7.72,70.80
7.73,71.08
7.75,70.96
7.76,71.44
7.78,71.92
7.80,72.59
7.81,73.14
7.83,73.47
7.84,73.76
7.86,73.95
7.88,74.05
7.89,74.29
7.91,74.40
7.92,74.62
7.94,74.79
7.96,74.76
7.97,75.07
7.99,75.31
8.00,75.46
8.02,75.55
8.04,75.91
8.05,76.17
8.07,76.46
8.08,76.75
8.10,76.77
8.12,77.03
8.13,77.53
8.15,77.58
8.16,77.96
8.18,78.16
8.20,78.47
8.21,78.63
8.23,78.61
8.24,78.80
8.26,79.18
8.28,79.37
8.29,79.54
8.31,79.54
8.32,79.68
8.34,79.88
8.36,80.33
8.39,80.52
8.39,78.23
8.40,78.16
8.42,78.23
8.43,78.20
8.45,78.08
8.47,77.87
8.48,78.08
8.50,77.96
8.51,78.18
8.53,77.89
8.55,78.23
8.56,78.08
8.58,78.04
8.59,78.32
8.61,78.28
8.63,78.13
8.64,78.18
8.66,78.44
8.67,78.54
8.69,78.99
8.71,79.45
8.74,80.23
8.74,80.66
8.75,81.17
8.77,81.31
8.79,81.45
8.80,81.29
8.82,81.43
8.83,81.43
8.85,81.48
8.87,81.52
8.88,81.43
8.90,81.72
8.91,81.69
8.93,81.62
8.95,81.43
8.96,81.45
8.98,81.50
9.00,81.84
9.01,81.95
9.03,82.12
9.04,82.19
9.06,82.07
9.08,82.19
9.09,82.24
9.11,82.34
9.12,82.60
9.14,82.65
9.15,82.65
9.17,82.77
9.19,82.77
9.20,82.53
9.22,82.62
9.23,82.65
9.25,82.62
9.27,82.89
9.28,82.93
9.30,82.96
9.32,83.03
9.33,82.81
9.35,82.93
9.36,82.96
9.38,82.98
9.40,83.05
9.41,83.32
9.43,83.27
9.44,83.34
9.46,83.39
9.48,83.41
9.49,83.29
9.51,83.39
9.52,83.36
9.54,83.46
9.56,83.56
9.57,83.63
9.59,83.96
9.60,84.34
9.62,84.82
9.64,85.56
9.65,86.28
9.67,86.78
9.68,87.12
9.70,87.31
9.72,87.33
9.73,87.35
9.75,87.43
9.76,87.47
9.78,87.50
9.79,87.50
9.81,87.50
9.83,87.43
9.84,87.40
9.86,87.35
9.87,87.28
9.89,87.31
9.91,87.09
9.92,87.19
9.94,87.31
9.95,87.38
9.97,87.52
9.99,87.59
10.00,87.64
10.02,87.78
10.04,87.90
10.05,87.88
10.07,87.93
10.08,87.88
10.10,87.93
10.11,87.88
10.13,87.90
10.15,87.90
10.16,87.95
10.18,88.00
10.19,88.00
10.21,87.95
10.23,88.00
10.24,88.00
10.26,88.05
10.27,88.07
10.29,88.09
10.31,88.21
10.32,88.31
10.34,88.60
10.35,88.74
10.37,88.81
10.39,88.91
10.40,89.00
10.42,89.15
10.43,89.22
10.45,89.27
10.47,89.39
10.48,89.55
10.50,90.01
10.51,90.46
10.53,91.34
10.55,91.97
10.56,92.18
10.58,92.42
10.60,92.66
10.61,92.71
10.63,92.75
10.64,92.80
10.66,93.14
10.68,93.14
10.69,93.06
10.71,93.09
10.72,92.73
10.74,92.59
10.76,92.49
10.77,92.49
10.79,92.42
10.80,92.37
10.82,92.75
10.84,92.78
10.85,92.59
10.87,92.97
10.88,92.92
10.90,92.92
10.92,92.92
10.93,92.68
10.95,92.73
10.96,92.78
10.98,92.75
11.00,92.78
11.01,92.73
11.03,92.99
11.04,92.99
11.06,93.06
11.08,93.09
11.09,92.94
11.11,93.09
11.12,93.16
11.14,93.28
11.16,93.33
11.17,93.64
11.19,93.76
11.20,93.81
11.22,93.73
11.24,93.81
11.25,93.88
11.27,93.90
11.28,94.04
11.30,94.31
11.32,94.43
11.35,94.52
11.35,94.62
11.36,94.52
11.38,94.67
11.40,95.12
11.41,96.10
11.43,96.74
11.44,97.37
11.46,97.77
11.48,97.87
11.49,98.39
11.51,98.49
11.52,98.39
11.54,98.39
11.56,98.73
11.57,98.73
11.59,98.75
11.60,98.46
11.62,98.34
11.64,98.46
11.65,98.30
11.67,98.18
11.68,97.89
11.70,97.87
11.72,97.82
11.73,98.06
11.75,98.01
11.76,97.84
11.78,97.84
11.80,97.87
11.81,98.08
11.83,98.03
11.84,97.82
11.86,97.82
11.88,97.84
11.89,98.08
11.91,98.11
11.92,98.15
11.94,98.01
11.96,98.08
11.97,98.39
11.99,98.44
12.00,98.51
12.02,98.42
12.04,98.46
12.05,98.54
12.07,98.85
12.08,98.99
12.10,99.06
12.12,98.99
12.13,98.99
12.15,99.35
12.16,99.40
12.18,99.52
12.20,99.63
12.21,99.44
12.23,99.54
12.24,99.87
12.26,99.92
12.28,99.78
12.29,99.97
12.31,100.54
12.32,101.09
12.34,101.62
12.36,102.22
12.37,102.93
12.39,103.19
12.40,103.17
12.42,103.70
12.44,103.84
12.45,103.74
12.47,103.96
12.48,104.01
12.50,104.01
12.52,103.82
12.53,103.72
12.55,103.77
12.56,103.39
12.58,103.22
12.60,103.29
12.61,103.12
12.63,102.84
12.64,102.81
12.66,103.03
12.68,103.00
12.69,102.79
12.71,102.76
12.72,102.93
12.74,102.98
12.76,102.79
12.77,103.05
12.79,103.08
12.80,102.93
12.82,103.03
12.84,103.36
12.85,103.29
12.87,103.31
12.88,103.62
12.90,103.84
12.92,103.65
12.93,103.72
12.95,104.08
12.96,103.86
12.98,103.91
13.00,104.32
13.01,104.27
13.03,104.13
13.04,104.44
13.06,104.56
13.08,104.60
13.09,104.51
13.11,104.84
13.12,104.87
13.14,104.68
13.16,104.77
13.17,105.01
13.19,104.96
13.20,105.15
13.22,105.73
13.24,106.35
13.25,106.68
13.27,107.28
13.28,107.83
13.30,107.78
13.32,107.90
13.33,108.28
13.35,108.31
13.36,108.21
13.38,108.55
13.40,108.40
13.41,108.57
13.43,108.45
13.44,108.09
13.46,108.21
13.48,107.95
13.49,107.57
13.51,107.59
13.52,107.47
13.54,107.23
13.56,107.26
13.57,107.47
13.59,107.42
13.60,107.26
13.62,107.59
13.64,107.61
13.65,107.42
13.67,107.73
13.68,107.76
13.70,107.64
13.72,107.90
13.73,108.00
13.75,107.85
13.76,108.12
13.78,108.19
13.80,108.04
13.81,108.12
13.85,108.40
13.85,108.24
13.86,108.36
13.88,108.67
13.89,108.50
13.91,108.86
13.92,108.91
13.94,108.71
13.96,108.81
13.97,109.07
13.99,108.93
14.00,109.22
14.02,109.31
14.04,109.19
14.05,109.60
14.07,110.03
14.08,110.36
14.10,111.06
14.12,111.51
14.13,111.65
14.15,112.03
14.16,111.99
14.18,112.20
14.20,112.32
14.21,112.25
14.23,112.58
14.24,112.37
14.26,112.37
14.28,112.56
14.29,112.20
14.31,112.20
14.32,111.75
14.34,111.63
14.36,111.75
14.37,111.53
14.39,111.72
14.40,111.63
14.42,111.53
14.44,111.56
14.45,111.77
14.47,111.60
14.48,111.89
14.50,111.65
14.52,111.99
14.53,112.01
14.55,111.87
14.57,112.15
14.58,112.18
14.60,112.03
14.61,112.32
14.63,112.39
14.64,112.27
14.66,112.58
14.68,112.44
14.69,112.68
14.71,112.75
14.72,112.58
14.74,112.87
14.76,112.75
14.77,112.75
14.79,113.04
14.81,112.94
14.82,113.18
14.84,113.25
14.85,113.04
14.87,113.37
14.88,113.47
14.90,113.52
14.92,113.56
14.93,113.73
14.95,114.40
14.96,114.78
14.98,115.28
15.00,115.91
15.01,115.93
15.03,116.31
15.04,116.17
15.06,116.45
15.08,116.60
15.09,116.38
15.11,116.84
15.12,116.69
15.14,116.65
15.16,116.77
15.17,116.45
15.19,116.43
15.21,116.31
15.22,115.86
15.24,115.74
15.25,115.62
15.27,115.88
15.28,115.95
15.30,115.67
15.32,115.88
15.33,115.91
15.33,115.67
15.35,115.98
15.37,115.79
15.40,116.05
15.40,116.12
15.41,115.93
15.43,116.22
15.45,116.24
15.46,116.14
15.48,116.38
15.49,116.24
15.51,116.57
15.53,116.57
15.54,116.38
15.56,116.62
15.57,116.55
15.59,116.81
15.61,116.86
15.62,116.65
15.64,116.93
15.65,116.81
15.67,117.10
15.69,116.93
15.70,117.22
15.72,117.24
15.73,117.15
15.75,117.36
15.77,117.17
15.78,117.48
15.80,117.55
15.81,117.39
15.83,118.06
15.85,118.32
15.86,118.77
15.88,119.58
15.89,119.61
15.91,120.11
15.93,119.85
15.94,120.21
15.96,119.94
15.97,120.13
15.99,119.92
16.01,120.01
16.02,120.25
16.04,120.09
16.05,120.13
16.07,119.78
16.09,119.78
16.10,119.44
16.12,119.70
16.13,119.66
16.15,119.63
16.17,119.68
16.18,119.51
16.20,119.82
16.21,119.58
16.23,119.90
16.25,119.68
16.26,119.68
16.28,119.90
16.29,119.70
16.31,119.99
16.33,120.11
16.34,119.82
16.36,120.16
16.37,119.92
16.39,120.23
16.41,120.01
16.42,120.30
16.44,120.21
16.45,120.25
16.47,120.49
16.49,120.28
16.50,120.56
16.52,120.37
16.53,120.56
16.55,120.49
16.57,120.88
16.58,120.85
16.60,120.64
16.61,120.95
16.63,120.78
16.65,121.04
16.66,120.88
16.68,121.19
16.69,121.02
16.71,121.21
16.73,121.74
16.74,122.02
16.76,122.71
16.77,122.83
16.79,123.43
16.81,123.34
16.82,123.48
16.84,123.22
16.85,123.26
16.87,123.00
16.89,123.17
16.90,122.91
16.92,122.98
16.93,122.93
16.95,122.48
16.97,122.62
16.98,122.40
17.00,122.64
17.01,122.55
17.03,122.86
17.05,122.71
17.06,122.98
17.08,122.81
17.09,123.07
17.11,122.93
17.13,123.12
17.14,122.88
17.16,123.19
17.17,123.00
17.19,123.17
17.21,123.03
17.22,123.12
17.24,123.38
17.25,123.22
17.27,123.53
17.29,123.34
17.30,123.57
17.32,123.41
17.33,123.69
17.35,123.55
17.37,123.79
17.38,123.57
17.40,123.89
17.41,123.79
17.43,124.05
17.45,124.05
17.46,123.91
17.48,124.12
17.49,123.96
17.51,124.22
17.53,124.03
17.54,124.32
17.56,124.48
17.57,124.48
17.59,124.51
17.61,124.84
17.62,125.61
17.64,126.06
17.65,126.18
17.67,126.68
17.69,126.63
17.70,126.59
17.72,126.73
17.73,126.66
17.75,126.20
17.77,126.08
17.78,126.27
17.80,125.96
17.81,125.96
17.83,125.87
17.85,125.92
17.86,125.65
17.88,125.89
17.89,125.70
17.91,125.99
17.93,125.87
17.94,126.20
17.96,126.06
17.97,126.25
17.99,126.01
18.01,126.30
18.02,126.27
18.04,126.11
18.05,126.35
18.07,126.13
18.09,126.39
18.10,126.27
18.12,126.56
18.13,126.32
18.15,126.63
18.17,126.47
18.18,126.75
18.20,126.56
18.21,126.85
18.23,126.68
18.25,126.90
18.26,126.75
18.28,127.02
18.29,126.87
18.31,126.92
18.33,127.23
18.34,127.02
18.36,127.30
18.37,127.11
18.39,127.40
18.41,127.13
18.42,127.45
18.44,127.25
18.45,127.54
18.47,127.37
18.49,127.66
18.50,127.54
18.52,127.97
18.54,128.19
18.55,128.90
18.57,129.07
18.58,129.62
18.60,129.72
18.62,129.60
18.63,129.88
18.65,129.48
18.66,129.57
18.68,129.26
18.69,129.24
18.71,128.95
18.73,129.21
18.74,129.12
18.76,128.88
18.78,128.93
18.79,128.66
18.81,128.71
18.82,128.97
18.84,129.05
18.86,129.19
18.87,129.24
18.89,129.26
18.90,129.28
18.92,129.33
18.93,129.17
18.95,129.09
18.97,129.07
18.98,129.14
19.00,129.19
19.02,129.48
19.03,129.28
19.05,129.57
19.06,129.40
19.08,129.69
19.10,129.72
19.11,129.76
19.13,129.83
19.14,129.60
19.16,129.74
19.18,129.93
19.19,129.74
19.21,130.07
19.22,129.86
19.24,130.15
19.26,130.17
19.27,130.17
19.29,130.24
19.30,130.05
19.32,130.31
19.34,130.12
19.35,130.43
19.37,130.26
19.38,130.24
19.40,130.31
19.42,130.60
19.43,130.46
19.45,130.74
19.46,130.69
19.48,131.39
19.50,131.58
19.51,132.15
19.53,132.20
19.54,132.51
19.56,132.27
19.58,132.44
19.59,132.06
19.61,132.13
19.62,131.67
19.64,131.84
19.66,131.67
19.67,131.94
19.69,131.65
19.70,131.84
19.72,131.55
19.73,131.77
19.75,131.77
19.77,132.06
19.78,131.84
19.80,132.13
19.82,131.89
19.83,132.10
19.85,131.89
19.86,132.15
19.88,131.94
19.90,132.18
19.91,131.94
19.93,132.18
19.94,132.18
19.96,132.25
19.98,132.32
19.99,132.13
20.01,132.37
20.02,132.44
20.04,132.25
20.06,132.56
20.07,132.27
20.09,132.68
20.10,132.65
20.12,132.70
20.14,132.49
20.15,132.70
20.17,132.56
20.18,132.89
20.20,132.63
20.22,132.94
20.23,132.75
20.25,132.94
20.26,132.80
20.28,133.11
20.30,132.89
20.31,133.16
20.33,132.94
20.34,133.20
20.36,133.06
20.38,133.37
20.39,133.35
20.41,133.94
20.42,134.06
20.44,134.64
20.46,134.61
20.47,134.83
20.49,134.54
20.50,134.57
20.52,134.09
20.54,134.14
20.55,133.90
20.57,134.09
20.58,133.94
20.60,134.21
20.62,133.97
20.63,134.18
20.65,133.92
20.66,134.33
20.68,134.18
20.70,134.45
20.71,134.28
20.73,134.52
20.74,134.28
20.76,134.57
20.78,134.28
20.79,134.30
20.81,134.54
20.82,134.33
20.84,134.54
20.86,134.35
20.87,134.61
20.89,134.45
20.90,134.64
20.92,134.57
20.94,134.78
20.95,134.88
20.97,134.66
20.98,134.95
21.00,134.71
21.02,134.97
21.03,134.78
21.05,135.14
21.06,134.92
21.08,135.14
21.10,134.95
21.11,135.21
21.13,134.97
21.14,135.23
21.16,135.04
21.18,135.35
21.19,135.35
21.21,135.38
21.22,135.23
21.24,135.43
21.26,135.33
21.27,135.54
21.29,135.33
21.30,135.64
21.32,135.66
21.34,136.26
21.35,136.36
21.37,136.88
21.38,136.79
21.40,137.03
21.42,136.72
21.43,136.79
21.45,136.38
21.46,136.45
21.48,136.40
21.50,136.50
21.51,136.21
21.53,136.55
21.54,136.57
21.56,136.60
21.58,136.29
21.59,136.57
21.61,136.43
21.62,136.62
21.64,136.48
21.66,136.72
21.67,136.52
21.69,136.72
21.70,136.57
21.72,136.60
21.74,136.72
21.75,136.74
21.77,136.84
21.78,136.86
21.80,136.60
21.82,136.64
21.83,136.69
21.85,136.72
21.86,137.07
21.88,136.84
21.90,137.00
21.91,136.86
21.93,137.12
21.94,136.93
21.96,137.22
21.98,137.00
21.99,137.29
22.01,137.07
22.02,137.36
22.04,137.17
22.06,137.41
22.07,137.24
22.09,137.46
22.10,137.26
22.12,137.48
22.14,137.31
22.15,137.60
22.17,137.62
22.18,137.38
22.20,137.67
22.22,137.50
22.23,137.81
22.25,137.62
22.26,137.84
22.28,138.44
22.30,138.56
22.31,139.10
22.33,138.94
22.34,139.20
22.36,139.10
22.38,138.72
22.39,138.75
22.41,138.34
22.42,138.58
22.44,138.32
22.46,138.39
22.47,138.72
22.49,138.53
22.50,138.70
22.52,138.44
22.54,138.72
22.55,138.53
22.57,138.79
22.58,138.56
22.60,138.87
22.62,138.67
22.63,138.91
22.65,138.75
22.66,138.70
22.68,138.94
22.70,138.96
22.71,138.99
22.73,138.99
22.74,138.99
22.76,139.01
22.78,138.89
22.79,138.84
22.81,138.89
22.82,138.96
22.84,138.91
22.86,139.01
22.87,139.27
22.89,139.30
22.90,139.13
22.92,139.15
22.94,139.37
22.95,139.20
22.97,139.46
22.98,139.32
23.00,139.58
23.02,139.34
23.03,139.32
23.05,139.37
23.06,139.42
23.08,139.70
23.10,139.44
23.11,139.70
23.13,139.53
23.15,139.77
23.16,139.58
23.18,139.85
23.19,139.73
23.21,139.94
23.22,139.87
23.24,140.44
