Time (s),Pressure (mmHg)
9.84,77.65
9.86,77.67
9.87,77.75
9.89,77.77
9.91,77.87
9.92,77.89
9.94,77.94
9.96,78.06
9.97,77.82
9.99,78.13
10.00,78.10
10.02,77.96
10.03,78.03
10.05,78.13
10.07,78.10
10.08,78.13
10.10,78.20
10.11,78.18
10.13,78.34
10.15,78.34
10.16,78.44
10.18,78.58
10.19,78.85
10.21,79.25
10.23,79.66
10.24,80.06
10.26,80.33
10.28,80.66
10.29,80.78
10.31,80.85
10.32,80.97
10.34,81.19
10.35,81.31
10.37,81.33
10.39,81.35
10.40,81.35
10.42,81.35
10.44,81.23
10.45,81.21
10.47,81.21
10.48,81.26
10.50,81.14
10.51,81.40
10.53,81.52
10.55,81.43
10.56,81.43
10.58,81.52
10.60,81.59
10.61,81.66
10.63,81.71
10.64,81.83
10.66,81.86
10.68,81.88
10.69,81.95
10.71,81.93
10.72,82.02
10.74,81.95
10.76,82.09
10.77,82.12
10.79,82.38
10.80,82.33
10.82,82.38
10.84,82.50
10.85,82.48
10.87,82.50
10.88,82.57
10.90,82.36
10.91,82.43
10.93,82.50
10.95,82.55
10.96,82.52
10.98,82.57
11.00,82.64
11.01,82.69
11.03,82.79
11.04,82.74
11.06,82.98
11.08,82.76
11.09,82.84
11.11,82.91
11.12,82.88
11.14,83.15
11.16,83.22
11.17,83.27
11.19,83.50
11.20,83.89
11.22,84.41
11.24,84.82
11.25,85.01
11.27,85.39
11.28,85.58
11.30,85.82
11.31,86.13
11.33,86.25
11.35,86.30
11.36,86.37
11.38,86.20
11.40,86.23
11.41,86.16
11.43,86.08
11.44,86.11
11.46,86.20
11.48,86.20
11.49,86.20
11.51,86.25
11.52,86.08
11.54,86.13
11.56,86.23
11.57,86.51
11.59,86.59
11.60,86.71
11.62,86.73
11.64,86.80
11.65,86.80
11.67,86.61
11.68,86.73
11.70,86.66
11.72,86.71
11.73,86.90
11.75,86.97
11.76,86.92
11.78,87.09
11.80,86.94
11.81,86.78
11.83,86.85
11.84,86.87
11.86,86.87
11.88,86.92
11.89,87.18
11.91,87.18
11.92,87.16
11.94,86.94
11.96,86.99
11.97,87.06
11.99,87.09
12.00,87.30
12.02,87.40
12.04,87.37
12.05,87.18
12.07,87.23
12.08,87.30
12.10,87.54
12.12,87.66
12.13,87.71
12.15,87.76
12.16,87.52
12.18,87.64
12.20,87.76
12.21,88.02
12.23,88.16
12.24,88.16
12.26,88.04
12.28,88.23
12.29,88.19
12.31,88.52
12.32,88.57
12.34,88.78
12.36,88.88
12.37,89.31
12.39,90.05
12.40,90.50
12.42,90.93
12.44,91.05
12.45,91.32
12.47,91.79
12.48,91.89
12.50,91.82
12.52,91.87
12.53,91.94
12.55,92.15
12.56,92.18
12.58,91.89
12.60,91.84
12.61,91.68
12.63,91.70
12.64,91.70
12.66,91.46
12.68,91.41
12.69,91.60
12.71,91.60
12.72,91.46
12.74,91.46
12.76,91.60
12.77,91.89
12.79,91.89
12.80,91.70
12.82,91.75
12.84,92.06
12.85,92.03
12.87,91.89
12.88,91.89
12.90,92.11
12.92,92.13
12.93,91.89
12.95,91.94
12.96,92.13
12.98,92.13
13.00,92.08
13.01,91.94
13.03,91.91
13.04,92.20
13.06,92.20
13.08,92.25
13.09,92.03
13.11,92.01
13.12,92.30
13.14,92.37
13.16,92.20
13.17,92.22
13.19,92.51
13.20,92.61
13.22,92.44
13.24,92.75
13.25,92.85
13.27,92.73
13.28,92.82
13.30,93.13
13.32,93.16
13.33,92.99
13.35,93.32
13.36,93.37
13.38,93.23
13.40,93.28
13.41,93.59
13.43,93.40
13.44,93.54
13.46,93.97
13.48,94.33
13.49,94.64
13.51,95.04
13.53,95.71
13.54,96.12
13.56,96.24
13.57,96.67
13.59,96.96
13.60,96.93
13.62,97.08
13.64,97.36
13.65,97.46
13.67,97.41
13.68,97.15
13.70,97.36
13.72,96.98
13.73,96.86
13.75,96.91
13.76,96.91
13.78,96.57
13.80,96.57
13.81,96.79
13.83,96.76
13.84,96.57
13.86,96.55
13.88,96.84
13.89,96.57
13.91,96.57
13.93,96.76
13.94,96.67
13.96,96.69
13.97,96.88
13.99,96.96
14.00,96.67
14.02,96.88
14.04,96.93
14.05,96.72
14.07,96.74
14.08,97.03
14.10,96.79
14.12,96.86
14.13,97.10
14.15,97.22
14.16,97.00
14.18,97.29
14.20,97.36
14.21,97.24
14.23,97.48
14.24,97.65
14.26,97.46
14.28,97.70
14.29,97.74
14.31,97.62
14.32,97.74
14.34,98.03
14.36,97.89
14.37,97.91
14.39,98.17
14.41,98.27
14.42,98.13
14.44,98.17
14.45,98.44
14.47,98.37
14.49,98.94
14.50,99.37
14.52,99.56
14.53,100.18
14.55,100.66
14.57,100.68
14.58,101.09
14.60,101.30
14.61,101.42
14.63,101.83
14.65,101.64
14.66,101.95
14.68,102.02
14.69,101.85
14.71,101.97
14.73,101.81
14.74,101.42
14.76,101.50
14.77,101.16
14.79,101.16
14.81,101.28
14.82,100.99
14.84,101.02
14.85,101.14
14.87,100.87
14.88,101.06
14.90,100.87
14.92,100.92
14.93,101.09
14.95,100.75
14.97,100.87
14.98,101.06
15.00,100.97
15.01,101.21
15.03,101.26
15.05,101.06
15.06,101.40
15.08,101.26
15.09,101.33
15.11,101.59
15.13,101.42
15.14,101.73
15.16,101.59
15.17,101.59
15.19,101.69
15.21,102.00
15.22,101.85
15.24,102.12
15.25,101.90
15.27,101.95
15.29,102.26
15.30,102.07
15.32,102.36
15.33,102.24
15.35,102.33
15.37,102.55
15.38,102.40
15.40,102.45
15.41,102.71
15.43,102.57
15.45,102.81
15.46,102.90
15.48,102.79
15.49,103.07
15.51,102.88
15.53,103.19
15.54,103.29
15.56,103.14
15.57,103.41
15.59,103.50
15.61,103.31
15.62,103.74
15.64,103.91
15.65,104.29
15.67,104.98
15.69,105.13
15.70,105.72
15.72,105.99
15.73,105.96
15.75,106.42
15.77,106.42
15.78,106.85
15.80,107.06
15.81,106.97
15.83,107.30
15.85,107.11
15.86,107.21
15.88,107.21
15.89,106.73
15.91,106.82
15.93,106.49
15.94,106.32
15.96,106.42
15.97,106.08
15.99,106.01
16.01,106.11
16.02,105.84
16.04,105.96
16.05,105.96
16.07,105.96
16.09,105.89
16.10,105.70
16.12,105.99
16.13,105.80
16.15,105.87
16.17,106.15
16.18,106.01
16.20,106.27
16.21,106.03
16.23,106.42
16.25,106.27
16.26,106.56
16.28,106.63
16.29,106.37
16.31,106.68
16.33,106.56
16.34,106.51
16.36,106.87
16.37,106.70
16.39,106.92
16.41,106.94
16.42,106.78
16.44,107.06
16.45,106.94
16.47,107.21
16.49,107.04
16.50,107.09
16.52,107.42
16.53,107.25
16.55,107.49
16.57,107.66
16.58,107.44
16.60,107.66
16.61,107.61
16.63,107.83
16.65,107.87
16.66,107.75
16.68,108.07
16.69,107.90
16.71,108.16
16.73,108.30
16.74,108.30
16.76,108.85
16.77,109.07
16.79,109.64
16.81,109.79
16.82,110.02
16.84,110.53
16.85,110.48
16.87,110.72
16.89,110.96
16.90,110.88
16.92,111.27
16.93,111.20
16.95,111.46
16.97,111.27
16.98,111.43
17.00,111.24
17.01,110.84
17.03,110.91
17.05,110.62
17.06,110.69
17.08,110.41
17.09,110.53
17.11,110.41
17.13,110.07
17.14,110.22
17.16,110.02
17.17,110.31
17.19,110.07
17.21,110.10
17.22,110.43
17.24,110.24
17.25,110.55
17.27,110.34
17.29,110.72
17.30,110.53
17.32,110.79
17.33,110.62
17.35,110.69
17.37,110.77
17.38,110.77
17.40,111.03
17.41,110.81
17.43,111.05
17.45,110.88
17.46,111.17
17.48,111.05
17.49,111.34
17.51,111.36
17.53,111.17
17.54,111.22
17.56,111.29
17.57,111.55
17.59,111.43
17.61,111.67
17.62,111.55
17.64,111.82
17.65,111.82
17.67,111.65
17.69,111.94
17.70,111.79
17.72,112.06
17.73,111.91
17.75,112.32
17.77,112.39
17.78,112.80
17.80,113.44
17.81,113.44
17.83,113.99
17.85,113.97
17.86,114.37
17.88,114.28
17.89,114.59
17.91,114.49
17.93,114.71
17.94,114.61
17.96,114.97
17.97,114.76
17.99,114.95
18.01,114.61
18.02,114.61
18.04,114.28
18.05,114.09
18.07,114.21
18.09,113.90
18.10,114.06
18.12,113.80
18.13,113.99
18.15,113.70
18.17,113.97
18.18,113.70
18.20,114.04
18.21,113.87
18.23,114.13
18.25,113.97
18.26,114.25
18.28,114.09
18.29,114.35
18.31,114.23
18.33,114.47
18.34,114.56
18.36,114.30
18.37,114.61
18.39,114.47
18.41,114.66
18.42,114.44
18.44,114.68
18.45,114.56
18.47,114.90
18.49,114.66
18.50,114.99
18.52,114.73
18.53,115.07
18.55,114.87
18.57,115.16
18.58,114.95
18.60,115.19
18.62,115.04
18.63,115.33
18.65,115.09
18.66,115.40
18.68,115.26
18.69,115.54
18.71,115.35
18.73,115.42
18.74,115.73
18.76,115.78
18.77,115.62
18.79,115.66
18.81,115.88
18.82,115.73
18.84,116.00
18.85,116.02
18.87,116.12
18.89,115.93
18.90,116.33
18.92,116.57
18.93,116.91
18.95,117.10
18.97,117.67
18.98,117.74
19.00,118.05
19.02,117.93
19.03,118.36
19.05,118.24
19.06,118.43
19.08,118.58
19.10,118.60
19.11,118.72
19.13,118.77
19.14,118.63
19.16,118.77
19.18,118.43
19.19,118.53
19.21,118.12
19.22,118.24
19.24,117.96
19.26,118.12
19.27,117.93
19.29,118.20
19.30,117.91
19.32,118.15
19.34,117.93
19.35,118.17
19.37,118.03
19.38,118.24
19.40,118.00
19.42,118.29
19.43,118.17
19.45,118.39
19.46,118.24
19.48,118.46
19.50,118.27
19.51,118.32
19.53,118.65
19.54,118.39
19.56,118.70
19.58,118.48
19.59,118.75
19.61,118.55
19.62,118.86
19.64,118.91
19.65,118.77
19.67,119.01
19.69,119.01
19.70,118.86
19.72,119.08
19.74,118.91
19.75,119.20
19.77,119.20
19.78,119.29
19.80,119.32
19.82,119.34
19.83,119.44
19.85,119.46
19.86,119.53
19.88,119.27
19.90,119.39
19.91,119.68
19.93,119.75
19.94,119.53
19.96,119.84
19.98,119.70
19.99,119.92
20.01,119.70
20.02,120.04
20.04,120.06
20.06,120.63
20.07,120.80
20.09,121.30
20.10,121.25
20.12,121.56
20.14,121.49
20.15,121.76
20.17,121.64
20.18,121.85
20.20,121.64
20.22,121.78
20.23,121.61
20.25,121.54
20.26,121.47
20.28,121.49
20.30,120.97
20.31,121.13
20.33,120.78
20.34,121.16
20.36,120.87
20.38,121.30
20.39,121.16
20.41,121.40
20.42,121.30
20.44,121.52
20.46,121.42
20.47,121.66
20.49,121.47
20.50,121.71
20.52,121.47
20.54,121.73
20.55,121.54
20.57,121.80
20.58,121.80
20.60,121.85
20.62,121.68
20.63,121.80
20.65,122.02
20.66,121.83
20.68,122.14
20.70,121.97
20.71,122.23
20.73,122.04
20.74,122.31
20.76,122.14
20.78,122.45
20.79,122.26
20.81,122.54
20.82,122.42
20.84,122.64
20.86,122.50
20.87,122.76
20.89,122.52
20.90,122.76
20.92,122.57
20.94,122.88
20.95,122.74
20.97,123.02
20.98,122.78
21.00,123.07
21.02,123.19
21.03,123.02
21.05,123.50
21.06,123.52
21.08,124.05
21.10,124.14
21.11,124.57
21.13,124.48
21.14,124.79
21.16,124.62
21.18,124.86
21.19,124.60
21.21,124.81
21.22,124.62
21.24,124.86
21.26,124.55
21.27,124.79
21.29,124.36
21.30,124.38
21.32,124.00
21.34,124.14
21.35,123.98
21.37,124.31
21.38,124.43
21.40,124.19
21.42,124.48
21.43,124.34
21.45,124.57
21.46,124.43
21.48,124.38
21.50,124.72
21.51,124.41
21.53,124.67
21.54,124.46
21.56,124.74
21.58,124.57
21.59,124.89
21.61,124.65
21.62,124.96
21.64,124.74
21.66,125.00
21.67,124.81
21.69,125.08
21.70,124.89
21.72,125.22
21.74,125.03
21.75,125.08
21.77,125.36
21.78,125.20
21.80,125.51
21.82,125.27
21.83,125.53
21.85,125.58
21.86,125.44
21.88,125.70
21.90,125.51
21.91,125.77
21.93,125.55
21.94,125.84
21.96,125.67
21.98,125.91
21.99,126.01
22.01,125.84
22.02,126.03
22.04,125.89
22.06,126.18
22.07,126.22
22.09,126.01
22.10,126.34
22.12,126.13
22.14,126.41
22.15,126.18
22.17,126.49
22.18,126.27
22.20,126.56
22.22,126.51
22.23,126.73
22.25,127.23
22.26,127.35
22.28,127.78
22.30,127.70
22.31,128.02
22.33,128.09
22.34,127.87
22.36,128.09
22.38,127.85
22.39,128.11
22.41,127.80
22.42,127.80
22.44,128.04
22.46,127.78
22.47,127.99
22.49,127.61
22.50,127.68
22.52,127.66
22.54,127.47
22.55,127.68
22.57,127.54
22.58,127.80
22.60,127.87
22.62,127.94
22.63,127.99
22.65,127.73
22.66,128.06
22.68,127.90
22.70,128.11
22.71,128.04
22.73,127.92
22.74,128.18
22.76,127.99
22.78,128.23
22.79,128.13
22.81,128.11
22.82,128.40
22.84,128.28
22.86,128.52
22.87,128.33
22.89,128.56
22.90,128.66
22.92,128.42
22.94,128.78
22.95,128.56
22.97,128.80
22.98,128.61
23.00,128.92
23.02,128.76
23.03,129.02
23.05,129.04
23.06,128.83
23.08,129.11
23.10,128.90
23.11,129.19
23.13,129.02
23.15,129.26
23.16,129.33
23.18,129.19
23.19,129.40
23.21,129.26
23.22,129.50
23.24,129.23
23.26,129.35
23.27,129.59
23.29,129.40
23.30,129.69
23.32,129.52
23.34,129.64
23.35,130.17
23.37,130.17
23.38,130.62
23.40,130.62
23.42,130.95
23.43,130.76
23.45,130.74
23.46,130.88
23.48,130.67
23.50,130.83
23.51,130.86
23.53,130.67
23.55,130.91
23.56,130.74
23.58,130.83
23.59,130.74
23.61,130.40
23.62,130.64
23.64,130.50
23.66,130.76
23.67,130.60
23.69,130.91
23.71,130.91
23.72,130.74
23.74,130.79
23.75,130.81
23.77,131.07
23.79,131.07
23.80,130.81
23.82,131.10
23.83,130.91
23.85,131.19
23.87,130.95
23.88,131.00
23.90,131.24
23.91,131.12
23.93,131.38
23.95,131.22
23.96,131.48
23.98,131.50
23.99,131.58
24.01,131.60
24.02,131.43
24.04,131.62
24.06,131.69
24.07,131.48
24.09,131.74
24.11,131.60
24.12,131.93
24.14,131.69
24.15,131.93
24.17,131.69
24.19,131.93
24.20,132.03
24.22,131.81
24.23,132.15
24.25,131.91
24.27,132.22
24.28,132.01
24.30,132.01
24.31,132.27
24.33,132.12
24.35,132.46
24.36,132.44
24.38,132.67
24.39,133.18
24.41,133.10
24.43,133.51
24.44,133.34
24.46,133.51
24.47,133.44
24.49,133.15
24.51,133.32
24.52,133.06
24.54,133.34
24.55,133.10
24.57,133.32
24.59,133.08
24.60,132.89
24.62,133.06
24.63,132.84
24.65,133.18
24.67,133.27
24.68,133.10
24.70,133.39
24.71,133.13
24.73,133.46
24.75,133.49
24.76,133.27
24.78,133.51
24.79,133.32
24.81,133.53
24.83,133.30
24.84,133.34
24.86,133.58
24.87,133.41
24.89,133.68
24.91,133.49
24.92,133.80
24.94,133.77
24.95,133.63
24.97,133.82
24.99,133.68
25.00,133.65
25.02,133.92
25.03,133.73
25.05,134.01
25.07,133.80
25.08,134.06
25.10,134.08
25.11,133.92
25.13,134.16
25.15,133.99
25.16,134.18
25.18,134.23
25.19,134.06
25.21,134.32
25.22,134.08
25.24,134.42
25.26,134.44
25.27,134.25
25.29,134.59
25.31,134.32
25.32,134.56
25.34,134.56
25.35,134.47
25.37,134.66
25.39,134.39
25.40,134.47
25.42,134.80
25.43,134.51
25.45,134.80
25.47,134.63
25.48,134.66
25.50,134.99
25.51,134.78
25.53,135.25
25.55,135.25
25.56,135.71
25.58,135.95
25.59,136.07
25.61,136.14
25.62,135.92
25.64,135.88
25.66,136.04
25.67,135.76
25.69,136.02
25.71,136.02
25.72,135.80
25.74,136.07
25.75,135.83
25.77,136.00
25.79,135.71
25.80,135.76
25.82,135.54
25.83,135.80
25.85,135.71
25.87,135.97
25.88,135.73
25.90,135.97
25.91,136.07
25.93,135.83
25.95,136.11
25.96,136.11
25.98,135.85
25.99,136.11
26.01,135.90
26.03,136.16
26.04,136.14
26.06,135.97
26.07,136.26
26.09,136.09
26.11,136.28
26.12,136.35
26.14,136.21
26.15,136.43
26.17,136.28
26.19,136.47
26.20,136.45
26.22,136.31
26.23,136.47
26.25,136.28
26.27,136.66
26.28,136.74
26.30,136.45
26.31,136.76
26.33,136.54
26.35,136.83
26.36,136.86
26.38,136.69
26.39,136.97
26.41,136.74
26.43,136.76
26.44,136.97
26.46,136.78
26.47,137.07
26.49,136.86
26.51,137.14
26.52,137.12
26.54,136.95
26.55,137.21
26.57,137.00
26.59,137.05
26.60,137.29
26.62,137.12
26.63,137.48
26.65,137.72
26.67,137.72
26.68,138.15
26.70,138.00
26.71,138.12
26.73,138.31
26.75,137.98
26.76,137.98
26.78,138.17
26.79,137.93
26.81,138.19
26.83,137.98
26.84,138.03
26.86,138.27
26.87,137.98
26.89,138.05
26.91,137.74
26.92,138.07
26.94,138.12
26.95,138.00
26.97,138.29
26.99,138.05
27.00,138.29
27.02,138.36
27.03,138.10
27.05,138.31
27.07,138.07
27.08,138.19
27.10,138.38
27.11,138.19
27.13,138.41
27.15,138.48
27.16,138.31
27.18,138.53
27.19,138.31
27.21,138.55
27.23,138.55
27.24,138.36
27.26,138.67
27.27,138.43
27.29,138.38
27.31,138.70
27.32,138.58
27.34,138.79
27.35,138.55
27.37,138.58
27.39,138.86
27.40,138.60
27.42,138.89
27.43,138.72
27.45,138.67
27.47,138.93
27.48,138.77
27.50,138.98
27.51,138.79
27.53,138.79
27.55,139.08
27.56,138.81
27.58,138.89
27.59,139.15
27.61,138.93
27.63,139.24
27.64,139.36
27.66,139.39
27.67,139.84
27.69,140.06
