Time (s),Pressure (mmHg)
4.96,53.09
4.98,53.64
4.99,53.71
5.01,54.14
5.03,54.66
5.04,55.07
5.06,55.16
5.07,55.52
5.09,56.12
5.11,56.43
5.12,56.77
5.14,56.86
5.15,57.24
5.17,57.91
5.19,58.27
5.20,58.49
5.22,58.82
5.23,59.15
5.25,59.49
5.27,60.09
5.29,60.13
5.31,58.03
5.33,57.89
5.34,58.13
5.36,58.29
5.37,58.37
5.39,58.37
5.41,58.29
5.42,58.46
5.44,58.82
5.45,58.75
5.47,59.06
5.49,59.25
5.49,59.15
5.52,59.51
5.52,59.49
5.54,59.68
5.55,59.97
5.57,59.99
5.58,60.25
5.60,60.13
5.62,60.54
5.63,60.37
5.65,60.76
5.66,60.59
5.68,61.07
5.70,61.26
5.71,61.97
5.73,62.21
5.74,62.71
5.76,62.91
5.78,63.19
5.79,63.62
5.81,63.62
5.82,63.96
5.84,63.93
5.85,64.12
5.87,64.53
5.89,64.48
5.90,64.82
5.92,64.75
5.93,64.91
5.95,65.30
5.97,65.18
5.98,65.53
6.00,65.73
6.02,65.73
6.03,66.11
6.05,66.37
6.06,66.56
6.08,66.66
6.10,66.87
6.11,66.92
6.13,67.23
6.14,67.42
6.16,67.23
6.18,67.47
6.19,67.80
6.21,67.90
6.22,67.85
6.24,68.21
6.25,68.26
6.27,68.26
6.29,68.45
6.30,68.66
6.32,68.62
6.34,68.86
6.35,69.12
6.37,69.19
6.38,69.36
6.40,69.26
6.42,69.38
6.43,69.76
6.45,69.91
6.46,69.81
6.48,70.00
6.49,70.29
6.51,70.50
6.53,70.74
6.54,70.65
6.56,70.84
6.58,71.20
6.59,71.32
6.61,71.39
6.62,71.22
6.64,71.44
6.65,71.84
6.67,72.06
6.69,72.30
6.70,72.75
6.72,73.04
6.74,73.68
6.75,74.59
6.77,74.88
6.78,75.07
6.80,75.28
6.82,75.64
6.83,75.86
6.85,76.31
6.86,76.48
6.88,76.69
6.90,76.86
6.91,77.15
6.93,77.22
6.94,77.15
6.96,77.24
6.98,77.31
6.99,77.36
7.01,77.41
7.02,77.53
7.04,77.65
7.05,77.74
7.07,77.96
7.09,78.08
7.10,78.24
7.12,78.44
7.14,78.48
7.15,78.70
7.17,78.72
7.18,78.79
7.20,78.91
7.22,78.99
7.23,79.08
7.25,79.44
7.26,79.61
7.28,79.73
7.30,79.94
7.31,80.06
7.33,80.35
7.34,80.51
7.36,80.71
7.38,80.90
7.39,81.14
7.41,81.25
7.42,81.42
7.44,81.61
7.45,81.78
7.47,81.92
7.49,82.12
7.50,82.28
7.52,82.19
7.54,82.38
7.55,82.74
7.57,82.95
7.58,83.00
7.60,83.21
7.62,83.41
7.63,83.55
7.65,83.72
7.66,84.00
7.68,84.43
7.70,84.79
7.71,85.44
7.73,85.32
7.74,85.53
7.76,85.82
7.78,85.99
7.79,86.25
7.81,86.42
7.82,86.63
7.84,86.99
7.85,87.25
7.87,87.47
7.89,87.42
7.90,87.51
7.92,87.59
7.94,87.78
7.95,87.75
7.97,87.47
7.98,87.54
8.00,87.56
8.02,87.61
8.03,87.92
8.05,88.18
8.06,88.26
8.08,88.45
8.10,88.35
8.11,88.49
8.13,88.83
8.14,89.04
8.16,89.19
8.18,89.35
8.19,89.31
8.21,89.40
8.22,89.57
8.24,89.93
8.26,90.19
8.27,90.33
8.29,90.48
8.30,90.45
8.32,90.53
8.34,90.79
8.35,91.15
8.37,91.39
8.38,91.29
8.40,91.41
8.42,91.55
8.43,91.72
8.45,92.05
8.46,92.20
8.48,92.20
8.50,92.34
8.51,92.70
8.53,92.87
8.54,92.82
8.56,92.99
8.58,93.30
8.59,93.51
8.61,93.66
8.62,93.61
8.64,94.04
8.66,94.66
8.67,95.02
8.69,95.21
8.70,95.42
8.72,96.00
8.74,96.19
8.75,96.12
8.77,96.09
8.78,96.38
8.80,96.50
8.82,96.26
8.83,96.59
8.85,96.74
8.86,96.83
8.88,96.64
8.90,96.88
8.91,96.83
8.93,96.69
8.94,96.78
8.96,97.22
8.98,97.38
8.99,97.33
9.01,97.55
9.02,97.96
9.04,97.86
9.06,98.03
9.07,98.39
9.09,98.51
9.10,98.39
9.12,98.77
9.14,98.89
9.15,98.77
9.17,98.98
9.18,99.25
9.20,99.27
9.22,99.34
9.23,99.75
9.25,99.91
9.26,99.80
9.28,100.18
9.30,100.25
9.31,100.25
9.33,100.68
9.34,100.75
9.36,100.68
9.38,101.01
9.39,101.16
9.41,101.06
9.42,101.20
9.44,101.59
9.46,101.52
9.47,101.90
9.49,102.07
9.50,101.97
9.52,102.35
9.54,102.42
9.55,102.38
9.57,102.81
9.58,102.76
9.60,102.90
9.62,103.36
9.63,103.55
9.65,104.26
9.66,104.55
9.68,104.60
9.70,105.03
9.71,104.93
9.73,104.84
9.74,105.10
9.76,104.81
9.78,104.98
9.79,105.08
9.81,105.05
9.82,105.15
9.84,105.58
9.86,105.51
9.87,105.79
9.89,105.70
9.90,106.08
9.92,106.17
9.94,106.15
9.95,106.53
9.97,106.39
9.98,106.56
10.00,106.89
10.02,106.84
10.03,107.23
10.05,107.37
10.06,107.27
10.08,107.61
10.10,107.51
10.11,107.87
10.13,107.78
10.14,108.09
10.16,108.18
10.18,108.16
10.19,108.44
10.21,108.40
10.22,108.75
10.24,108.90
10.26,108.71
10.27,109.14
10.29,108.95
10.30,109.38
10.32,109.42
10.34,109.30
10.35,109.61
10.37,109.54
10.38,109.66
10.40,110.00
10.42,109.88
10.43,110.28
10.45,110.14
10.46,110.26
10.48,110.57
10.50,110.55
10.51,110.93
10.53,111.10
10.54,110.98
10.56,111.36
10.58,111.41
10.59,111.79
10.61,112.29
10.63,112.20
10.64,112.31
10.66,112.55
10.67,112.27
10.69,112.46
10.71,112.27
10.72,112.31
10.74,112.72
10.75,112.67
10.77,113.06
10.79,112.94
10.80,113.29
10.82,113.25
10.83,113.56
10.85,113.41
10.87,113.68
10.88,113.53
10.90,114.01
10.91,114.15
10.93,113.96
10.95,114.30
10.96,114.27
10.98,114.49
10.99,114.44
11.01,114.75
11.03,114.61
11.04,114.94
11.06,114.97
11.07,114.94
11.09,115.25
11.11,115.13
11.12,115.49
11.14,115.44
11.15,115.49
11.17,115.64
11.19,115.92
11.20,115.78
11.22,116.14
11.23,115.99
11.25,116.33
11.27,116.16
11.28,116.47
11.30,116.30
11.31,116.62
11.33,116.52
11.35,116.73
11.36,116.62
11.38,116.90
11.39,116.78
11.41,117.14
11.43,116.97
11.44,117.28
11.46,117.09
11.47,117.36
11.49,117.31
11.51,117.64
11.52,117.55
11.54,118.10
11.55,118.22
11.57,118.65
11.58,118.60
11.60,118.89
11.62,118.55
11.63,118.77
11.65,118.65
11.67,118.89
11.68,118.69
11.70,119.15
11.71,119.03
11.73,119.10
11.74,119.55
11.76,119.60
11.78,119.75
11.79,119.53
11.81,119.55
11.82,119.60
11.84,119.79
11.86,119.91
11.87,120.20
