Time (s),Pressure (mmHg)
3.97,26.31
3.99,26.23
4.00,26.31
4.02,26.62
4.03,26.74
4.05,26.86
4.07,27.02
4.08,27.17
4.10,27.09
4.11,27.24
4.13,27.33
4.15,27.64
4.16,27.79
4.18,27.93
4.19,27.81
4.21,27.91
4.23,28.12
4.24,28.34
4.26,28.50
4.27,28.55
4.29,28.53
4.31,28.60
4.32,28.79
4.34,29.03
4.35,29.17
4.37,29.27
4.39,29.34
4.40,29.56
4.42,29.63
4.43,29.58
4.45,29.72
4.47,29.87
4.48,29.96
4.50,30.06
4.51,30.22
4.53,30.32
4.55,30.70
4.56,30.82
4.58,30.89
4.59,31.16
4.61,31.18
4.63,31.18
4.64,31.35
4.66,31.56
4.67,31.78
4.69,31.87
4.71,32.04
4.72,32.14
4.74,32.21
4.75,32.35
4.77,32.61
4.79,32.64
4.80,32.83
4.82,33.02
4.83,33.14
4.85,33.33
4.87,33.40
4.88,33.55
4.90,33.64
4.91,33.78
4.93,33.93
4.95,34.12
4.96,34.21
4.98,34.41
4.99,34.55
5.01,34.67
5.03,34.79
5.04,34.93
5.06,35.05
5.07,35.48
5.09,35.55
5.11,35.50
5.12,35.84
5.14,36.03
5.15,36.15
5.17,36.32
5.19,36.46
5.20,36.58
5.22,36.75
5.23,36.67
5.25,36.87
5.27,37.18
5.28,37.13
5.30,37.30
5.31,37.65
5.33,37.80
5.35,37.94
5.36,38.01
5.38,37.99
5.39,38.13
5.41,38.28
5.43,38.40
5.44,38.78
5.46,38.90
5.47,39.02
5.49,39.18
5.51,39.11
5.52,39.28
5.54,39.40
5.55,39.57
5.57,39.97
5.59,40.09
5.60,40.26
5.62,40.19
5.63,40.38
5.65,40.71
5.67,40.88
5.68,40.98
5.70,41.00
5.71,41.05
5.73,41.36
5.75,41.57
5.76,41.91
5.78,42.10
5.79,42.29
5.81,42.17
5.83,42.34
5.84,42.67
5.86,42.93
5.87,42.93
5.89,43.03
5.91,43.20
5.92,43.56
5.94,43.72
5.96,43.72
5.97,44.01
5.99,44.20
6.00,44.13
6.02,44.54
6.04,44.70
6.05,44.75
6.07,45.06
6.08,45.25
6.10,45.25
6.12,45.44
6.13,45.71
6.15,45.73
6.16,45.87
6.18,46.28
6.20,46.28
6.21,46.45
6.23,46.83
6.24,46.81
6.26,47.00
6.27,47.38
6.29,47.52
6.31,47.45
6.32,47.67
6.34,48.14
6.36,48.21
6.37,48.21
6.39,48.60
6.40,48.81
6.42,48.76
6.43,49.10
6.45,49.08
6.47,49.48
6.48,49.67
6.50,49.70
6.52,50.01
6.53,49.98
6.55,50.22
6.56,50.58
6.58,50.51
6.60,50.70
6.61,51.08
6.63,51.11
6.64,51.44
6.66,51.44
6.68,51.80
6.69,52.04
6.71,51.97
6.72,52.52
6.74,52.52
6.76,52.95
6.77,52.97
6.79,53.38
6.80,53.54
6.82,53.50
6.84,53.93
6.85,53.78
6.87,54.12
6.88,54.09
6.90,54.24
6.92,54.64
6.93,54.57
6.95,54.90
6.96,54.79
6.98,55.19
7.00,55.07
7.01,55.45
7.03,55.50
7.04,55.81
7.06,55.74
7.08,56.10
7.09,56.00
7.11,56.39
7.12,56.67
7.14,56.48
7.16,56.96
7.17,56.94
7.19,57.27
7.20,57.29
7.22,57.70
7.24,57.68
7.25,58.03
7.27,58.03
7.28,58.49
7.30,58.68
7.32,58.66
7.33,59.04
7.35,59.06
7.36,59.42
7.38,59.64
7.40,59.78
7.41,60.04
7.43,60.02
7.43,58.15
7.45,57.65
7.47,57.70
7.48,57.65
7.50,57.92
7.51,57.77
7.53,57.77
7.55,57.84
7.56,57.92
7.58,57.99
7.59,58.08
7.61,58.15
7.63,58.44
7.64,58.54
7.66,58.61
7.67,58.44
7.69,58.54
7.71,58.63
7.72,58.89
7.74,58.99
7.75,59.09
7.77,58.99
7.79,59.09
7.80,59.37
7.82,59.52
7.83,59.66
7.85,59.68
7.87,59.90
7.88,60.30
7.90,60.26
7.91,60.42
7.93,60.76
7.95,60.85
7.96,60.90
7.98,60.78
7.99,60.88
8.01,61.00
8.03,61.28
8.04,61.36
8.06,61.24
8.07,61.50
8.09,61.62
8.11,61.43
8.12,61.76
8.14,61.88
8.15,61.67
8.17,61.81
8.19,62.14
8.20,62.29
8.22,62.14
8.23,62.45
8.25,62.57
8.27,62.43
8.28,62.57
8.30,62.84
8.31,62.91
8.33,62.74
8.35,63.10
8.36,63.20
8.38,63.15
8.39,63.41
8.41,63.48
8.43,63.34
8.44,63.46
8.46,63.74
8.47,63.65
8.49,63.94
8.51,63.79
8.52,63.91
8.54,64.22
8.55,64.08
8.57,64.39
8.59,64.49
8.60,64.37
8.62,64.63
8.63,64.53
8.65,64.77
8.67,64.70
8.68,64.99
8.70,64.87
8.71,65.20
8.73,65.08
8.75,65.32
8.76,65.44
8.78,65.27
8.79,65.63
8.81,65.44
8.83,65.80
8.84,65.66
8.86,65.87
8.87,65.78
8.89,66.09
8.91,66.01
8.92,66.09
8.94,66.21
8.95,66.47
8.97,66.64
8.99,66.68
9.00,67.21
9.02,67.28
9.03,67.62
9.05,67.52
9.07,67.93
9.08,67.73
9.10,68.12
9.11,68.14
9.13,68.33
9.15,68.38
9.16,68.21
9.18,68.55
9.19,68.31
9.21,68.62
9.23,68.38
9.24,68.62
9.26,68.50
9.27,68.86
9.29,68.79
9.31,69.07
9.32,68.98
9.34,69.24
9.35,69.34
9.37,69.22
9.39,69.65
9.40,69.43
9.42,69.72
9.43,69.86
9.45,69.67
9.47,70.03
9.48,69.91
9.50,70.12
9.51,70.05
9.53,70.10
9.55,70.46
9.56,70.34
9.58,70.65
9.59,70.65
9.61,70.53
9.63,70.86
9.64,70.84
9.66,71.06
9.67,71.10
9.69,70.98
9.71,71.29
9.72,71.15
9.74,71.46
9.75,71.56
9.77,71.41
9.79,71.70
9.80,71.65
9.82,71.92
9.83,72.06
9.85,71.87
9.87,72.15
9.88,72.06
9.90,72.08
9.91,72.39
9.93,72.27
9.95,72.54
9.96,72.61
9.98,72.49
9.99,72.58
10.01,72.87
10.03,72.75
10.04,72.99
10.06,73.28
10.07,73.95
10.09,74.16
10.11,74.28
10.12,74.47
10.14,74.42
10.15,74.69
10.17,74.83
10.19,74.64
10.20,74.78
10.22,75.07
10.23,75.14
10.25,74.95
10.27,75.05
10.28,75.24
10.30,75.07
10.31,75.26
10.33,75.33
10.35,75.43
10.36,75.52
10.38,75.40
10.39,75.71
10.41,75.91
10.43,75.71
10.44,75.86
10.46,76.10
10.47,76.19
10.49,76.26
10.51,76.34
10.52,76.17
10.54,76.24
10.56,76.55
10.57,76.62
10.59,76.50
10.60,76.60
10.62,76.84
10.64,76.93
10.65,76.98
10.67,76.86
10.68,76.96
10.70,77.22
10.72,77.32
10.73,77.34
10.75,77.24
10.76,77.34
10.78,77.58
10.79,77.67
10.81,77.75
10.83,77.58
10.84,77.72
10.86,77.98
10.88,78.06
10.89,77.96
10.91,77.96
10.92,78.03
10.94,78.37
10.96,78.39
10.97,78.27
10.99,78.32
11.00,78.56
11.02,78.63
11.04,78.58
11.05,78.61
11.07,78.63
11.08,78.87
11.10,78.99
11.12,78.99
11.13,78.87
11.15,78.94
11.16,79.30
11.18,79.66
11.20,80.16
11.21,80.30
11.23,80.68
11.24,80.99
11.26,81.19
11.28,81.33
11.29,81.45
11.31,81.81
11.32,81.83
11.34,81.74
11.36,82.02
11.37,81.83
11.39,81.81
11.40,81.86
11.42,81.83
11.44,81.83
11.45,81.81
11.47,82.07
11.48,82.21
11.50,82.31
11.52,82.43
11.53,82.50
11.55,82.31
11.56,82.45
11.58,82.55
11.60,82.67
11.61,82.67
11.63,82.93
11.64,83.03
11.66,83.03
11.68,83.17
11.69,83.22
11.71,83.26
11.72,83.05
11.74,83.15
11.76,83.17
11.77,83.24
11.79,83.26
11.80,83.36
11.82,83.41
11.84,83.46
11.85,83.74
11.87,83.79
11.88,83.89
11.90,83.93
11.92,83.91
11.93,83.98
11.95,84.03
11.96,84.10
11.98,84.22
12.00,84.27
12.01,84.27
12.03,84.29
12.04,84.32
12.06,84.36
12.08,84.44
12.09,84.51
12.11,84.58
12.12,84.39
12.14,84.41
12.16,84.48
12.17,84.53
12.19,84.60
12.20,84.65
12.22,84.65
12.24,84.96
12.25,84.94
12.27,85.06
12.28,85.15
12.30,85.20
12.32,85.30
12.33,85.53
12.35,85.89
12.36,86.35
12.38,86.78
12.40,87.33
12.41,87.61
12.43,88.04
12.44,88.21
12.46,88.38
12.48,88.57
12.49,88.45
12.51,88.76
12.52,88.74
12.54,88.52
12.56,88.66
12.57,88.57
12.59,88.43
12.60,88.31
12.62,88.31
12.64,88.11
12.65,88.14
12.67,88.26
12.68,88.28
12.70,88.35
12.72,88.47
12.73,88.62
12.75,88.66
12.76,88.76
12.78,88.81
12.80,88.83
12.81,88.88
12.83,88.90
12.84,89.19
12.86,89.00
12.88,89.05
12.89,89.05
12.91,89.12
12.92,89.02
12.94,89.14
12.96,89.17
12.97,89.19
12.99,89.24
13.00,89.26
13.02,89.24
13.04,89.26
13.05,89.55
13.07,89.36
13.08,89.57
13.10,89.57
13.12,89.67
13.13,89.69
13.15,89.81
13.16,89.79
13.18,89.81
13.20,89.86
13.21,89.88
13.23,89.88
13.24,89.76
13.26,89.81
13.28,89.93
13.29,90.03
13.31,90.07
13.32,90.15
13.34,90.17
13.36,90.22
13.37,90.29
13.39,90.34
13.40,90.48
13.42,90.58
13.44,90.89
13.45,91.29
13.47,91.99
13.48,92.37
13.50,92.77
13.52,93.06
13.53,93.30
13.55,93.61
13.56,93.80
13.58,93.87
13.60,93.71
13.61,93.90
13.63,94.11
13.64,94.23
13.66,94.16
13.68,94.04
13.69,93.99
13.71,93.92
13.72,93.56
13.74,93.61
13.76,93.61
13.77,93.63
13.79,93.85
13.80,93.92
13.82,93.97
13.84,93.99
13.85,94.04
13.87,94.04
13.88,93.85
13.90,93.97
13.92,93.94
13.93,93.97
13.95,94.21
13.96,94.21
13.98,94.23
14.00,94.26
14.01,94.30
14.03,94.11
14.04,94.11
14.06,94.11
14.08,94.18
14.09,94.16
14.11,94.49
14.12,94.52
14.14,94.57
14.16,94.64
14.17,94.71
14.19,94.54
14.20,94.64
14.22,94.71
14.24,94.95
14.25,95.09
14.27,95.16
14.28,95.23
14.30,95.12
14.32,95.21
14.33,95.52
14.35,95.62
14.36,95.69
14.38,95.50
14.40,95.55
14.41,95.64
14.43,95.69
14.44,95.95
14.46,96.02
14.48,96.07
14.49,96.14
14.51,95.98
14.52,96.09
14.54,96.52
14.56,96.69
14.57,97.41
14.59,97.81
14.60,98.22
14.62,98.39
14.64,98.60
14.65,98.87
14.67,99.34
14.69,99.63
14.70,99.75
14.72,99.73
14.73,99.87
14.75,100.11
14.76,100.18
14.78,100.13
14.80,99.82
14.81,99.70
14.83,99.75
14.85,99.68
14.86,99.68
14.88,99.46
14.89,99.34
14.91,99.63
14.93,99.68
14.94,99.68
14.96,99.44
14.97,99.49
14.99,99.65
15.00,99.68
15.02,99.46
15.04,99.44
15.05,99.77
15.07,99.75
15.09,99.56
15.10,99.56
15.12,99.77
15.13,99.87
15.15,99.85
15.16,99.73
15.18,99.82
15.20,100.11
15.21,100.18
15.23,100.28
15.24,100.06
15.26,100.11
15.28,100.42
15.29,100.49
15.31,100.54
15.33,100.40
15.34,100.47
15.36,100.75
15.37,100.75
15.39,100.90
15.41,100.73
15.42,100.80
15.44,101.09
15.45,101.18
15.47,101.06
15.48,101.16
15.50,101.42
15.52,101.52
15.53,101.42
15.55,101.52
15.57,101.78
15.58,101.85
15.60,101.92
15.61,101.78
15.63,101.88
15.64,102.19
15.66,102.21
15.68,102.33
15.69,102.24
15.71,102.59
15.73,103.24
15.74,103.72
15.76,103.88
15.77,104.36
15.79,104.62
15.81,104.65
15.82,104.82
15.84,105.27
15.85,105.27
15.87,105.53
15.89,105.94
15.90,106.06
15.92,105.87
15.93,105.87
15.95,105.99
15.97,105.60
15.98,105.56
16.00,105.70
16.01,105.36
16.03,105.32
16.05,105.46
16.06,105.20
16.08,105.10
16.09,105.20
16.11,104.96
16.13,104.91
16.14,105.13
16.16,105.10
16.17,104.89
16.19,104.91
16.21,105.25
16.22,105.34
16.24,105.17
16.25,105.51
16.27,105.48
16.29,105.36
16.30,105.44
16.32,105.77
16.33,105.60
16.35,105.72
16.37,105.99
16.38,106.08
16.40,105.89
16.41,105.91
16.43,105.96
16.45,106.25
16.46,106.11
16.48,106.39
16.49,106.46
16.51,106.32
16.53,106.37
16.54,106.63
16.56,106.77
16.57,106.61
16.59,106.92
16.61,106.77
16.62,106.82
16.64,106.92
16.65,107.18
16.67,107.23
16.69,107.11
16.70,107.40
16.72,107.44
16.73,107.32
16.75,107.35
16.77,107.66
16.78,107.59
16.80,107.80
16.81,108.40
16.83,108.76
16.85,108.88
16.86,109.33
16.88,109.64
16.89,109.62
16.91,109.95
16.93,109.86
16.94,110.02
16.96,110.36
16.97,110.24
16.99,110.38
17.01,110.76
17.02,110.53
17.04,110.72
17.05,110.57
17.07,110.26
17.09,110.36
17.10,110.33
17.12,110.10
17.13,110.24
17.15,109.93
17.17,109.83
17.18,110.07
17.20,109.76
17.21,109.76
17.23,110.02
17.25,109.98
17.26,109.88
17.28,110.14
17.29,110.22
17.31,110.07
17.33,110.29
17.34,110.43
17.36,110.31
17.37,110.55
17.39,110.38
17.41,110.67
17.42,110.72
17.44,110.55
17.45,110.60
17.47,110.93
17.49,110.67
17.50,110.76
17.52,111.03
17.53,110.91
17.55,110.98
17.57,111.24
17.58,111.31
17.60,111.12
17.61,111.41
17.63,111.27
17.65,111.51
17.66,111.67
17.68,111.51
17.69,111.79
17.71,111.82
17.73,111.70
17.74,111.91
17.76,111.77
17.77,111.84
17.79,112.13
17.81,111.96
17.82,112.01
17.84,112.27
17.85,112.17
17.87,112.22
17.89,112.63
17.90,112.77
17.92,113.34
17.93,113.75
17.95,113.75
17.97,114.18
17.98,114.21
18.00,114.32
18.01,114.66
18.03,114.49
18.05,114.92
18.06,114.99
18.08,114.95
18.09,115.21
18.11,115.09
18.13,115.16
18.14,115.28
18.16,114.97
18.17,115.04
18.19,115.04
18.21,114.73
18.22,114.92
18.24,114.64
18.25,114.56
18.27,114.71
18.29,114.47
18.30,114.68
18.32,114.64
18.33,114.47
18.35,114.71
18.37,114.49
18.38,114.78
18.40,114.83
18.41,114.68
18.43,114.95
18.45,114.80
18.46,114.87
18.48,115.09
18.49,114.95
18.51,115.26
18.53,115.30
18.54,115.07
18.56,115.45
18.57,115.21
18.59,115.26
18.61,115.57
18.62,115.42
18.64,115.73
18.65,115.69
18.67,115.52
18.69,115.83
18.70,115.66
18.72,115.71
18.73,116.02
18.75,115.88
18.77,116.12
18.78,115.90
18.80,116.00
18.81,116.33
18.83,116.16
18.85,116.19
18.86,116.45
18.88,116.36
18.89,116.57
18.91,116.62
18.93,116.50
18.94,116.50
18.96,116.64
18.97,116.67
18.99,116.95
19.01,116.79
19.02,117.10
19.04,117.36
19.05,117.45
19.07,118.05
19.09,118.12
19.10,118.39
19.12,118.72
19.13,118.65
19.15,118.94
19.17,119.06
19.18,118.91
19.20,119.20
19.21,119.06
19.23,119.17
19.25,119.41
19.26,119.17
19.28,119.27
19.29,118.91
19.31,118.94
19.33,118.91
19.34,118.63
19.36,118.82
19.37,118.70
19.39,118.91
19.41,118.89
19.42,118.77
19.44,118.94
19.45,118.77
19.47,118.98
19.49,118.86
19.50,119.08
19.52,119.17
19.53,118.98
19.55,119.25
19.57,119.13
19.58,119.17
19.60,119.41
19.61,119.20
19.63,119.49
19.65,119.53
19.66,119.39
19.68,119.68
19.69,119.49
19.71,119.77
19.73,119.82
19.74,119.58
19.76,119.92
19.77,119.82
19.79,119.77
19.81,120.06
19.82,119.84
19.84,120.18
19.85,120.15
19.87,120.03
19.89,120.32
19.90,120.23
19.92,120.20
19.93,120.56
19.95,120.30
19.97,120.42
19.98,120.54
20.00,120.80
20.01,120.78
20.03,120.66
20.05,120.68
20.06,120.80
20.08,121.01
20.09,120.92
20.11,120.89
20.13,121.32
20.14,121.28
20.16,121.85
20.18,121.80
20.19,122.40
20.21,122.35
20.22,122.76
20.24,122.52
20.26,122.52
20.27,122.54
20.29,122.62
20.30,122.81
20.32,122.59
20.34,122.93
20.35,122.62
20.37,122.76
20.38,122.62
20.40,122.14
20.42,122.28
20.43,122.19
20.45,122.45
20.46,122.38
20.48,122.62
20.50,122.52
20.51,122.73
20.53,122.57
20.54,122.81
20.56,122.66
20.58,122.97
20.59,122.76
20.61,122.71
20.62,122.97
20.64,122.83
20.66,123.09
20.67,122.93
20.69,123.16
20.70,123.24
20.72,123.36
20.74,123.14
20.75,123.43
20.77,123.26
20.78,123.57
20.80,123.40
20.82,123.38
20.83,123.71
20.85,123.57
20.86,123.81
20.88,123.59
20.90,123.86
20.91,123.69
20.93,124.00
20.94,123.81
20.96,124.12
20.98,123.98
20.99,124.22
21.01,124.22
21.02,124.26
21.04,124.36
21.06,124.22
21.07,124.43
21.09,124.29
21.10,124.57
21.12,124.41
21.14,124.74
21.15,124.50
21.17,124.84
21.18,124.84
21.20,124.93
21.22,124.98
21.23,125.46
21.25,125.48
21.26,125.98
21.28,125.98
21.30,126.29
21.31,126.10
21.33,126.32
21.34,126.08
21.36,126.32
21.38,126.13
21.39,126.37
21.41,126.20
21.42,126.39
21.44,126.20
21.46,126.32
21.47,126.20
21.49,126.01
21.50,125.72
21.52,125.84
21.54,126.18
21.55,125.98
21.57,126.32
21.58,126.08
21.60,126.41
21.62,126.18
21.63,126.49
21.65,126.44
21.66,126.46
21.68,126.49
21.70,126.32
21.71,126.29
21.73,126.34
21.74,126.68
21.76,126.46
21.78,126.75
21.79,126.58
21.81,126.84
21.82,126.65
21.84,126.94
21.86,126.75
21.87,127.08
21.89,126.92
21.90,127.23
21.92,126.96
21.94,127.25
21.95,127.08
21.97,127.39
21.98,127.20
22.00,127.42
22.02,127.35
22.03,127.56
22.05,127.39
22.06,127.63
22.08,127.56
22.10,127.73
22.11,127.58
22.13,127.90
22.14,127.75
22.16,127.92
22.18,127.80
22.19,128.06
22.21,127.90
22.22,128.11
22.24,128.01
22.26,128.06
22.27,128.28
22.29,128.16
22.30,128.42
22.32,128.23
22.34,128.56
22.35,128.56
22.37,129.04
22.38,129.11
22.40,129.50
22.42,129.45
22.43,129.73
22.45,129.47
22.46,129.78
22.48,129.50
22.50,129.71
22.51,129.54
22.53,129.85
22.54,129.64
22.56,129.95
22.58,129.62
22.59,129.73
22.61,129.40
22.62,129.47
22.64,129.28
22.66,129.62
22.67,129.47
22.69,129.76
22.70,129.52
22.72,129.83
22.74,129.71
22.75,129.90
22.77,129.78
22.78,130.00
22.80,129.76
22.82,130.05
