Time (s),Pressure (mmHg)
18.93,117.43
18.94,117.45
18.98,117.59
19.00,117.40
19.02,117.78
19.05,117.83
19.07,117.81
19.09,118.31
19.12,118.65
19.14,118.93
19.16,118.98
19.18,118.93
19.21,118.86
19.23,118.67
19.25,118.76
19.28,118.50
19.30,118.74
19.32,118.55
19.35,118.86
19.37,119.08
19.39,118.98
19.42,119.36
19.44,119.15
19.46,119.48
19.49,119.53
19.51,119.60
19.53,119.36
19.56,119.41
19.58,119.51
19.60,119.58
19.63,119.67
19.65,119.96
19.67,119.77
19.70,120.17
19.71,119.91
19.74,120.03
19.77,120.44
19.79,120.27
19.81,120.58
19.84,120.65
19.86,120.46
19.88,120.80
19.89,120.77
19.93,121.03
19.95,121.73
19.97,121.80
20.00,122.23
20.02,122.04
20.03,122.18
20.07,121.97
20.09,121.66
20.11,121.58
20.14,121.82
20.16,121.66
20.18,121.94
20.21,122.06
20.22,122.23
20.25,122.32
20.28,122.18
20.29,122.40
20.32,122.61
20.34,122.61
20.37,122.42
20.39,122.66
20.42,122.75
20.44,122.59
20.46,122.64
20.49,122.97
20.51,123.07
20.53,123.14
20.55,123.02
20.58,123.07
20.60,123.35
20.62,123.42
20.64,123.23
20.67,123.35
20.68,123.73
20.72,123.71
20.73,123.52
20.76,123.78
20.79,123.90
20.81,124.09
20.83,124.74
20.86,125.19
20.88,125.00
20.89,125.22
20.93,125.02
20.95,124.62
20.97,124.88
21.00,124.74
21.02,124.86
21.04,124.64
21.07,124.74
21.09,125.02
21.11,125.14
21.14,125.24
21.16,125.29
21.18,125.19
21.21,125.45
21.23,125.50
21.25,125.26
21.27,125.31
21.30,125.36
21.32,125.67
21.34,125.79
21.37,125.62
21.39,125.93
21.40,125.96
21.44,125.84
21.46,126.15
21.48,125.96
21.51,126.29
21.53,126.34
21.54,126.46
21.58,126.43
21.60,126.48
21.62,126.58
21.64,126.70
21.67,126.55
21.69,126.82
21.72,127.25
21.74,127.80
21.76,127.70
21.79,127.58
21.81,127.68
21.82,127.34
21.86,127.22
21.88,127.46
21.90,127.51
21.91,127.27
21.95,127.63
21.97,127.63
21.98,127.56
22.02,127.72
22.04,128.01
22.06,127.84
22.08,128.15
22.11,127.94
22.13,128.15
22.16,128.25
22.18,128.37
22.20,128.39
22.23,128.44
22.25,128.49
22.27,128.61
22.29,128.66
22.32,128.51
22.34,128.75
22.37,128.80
22.39,128.63
22.41,128.87
22.44,128.99
22.45,128.78
22.48,129.04
22.51,129.44
22.52,129.97
22.55,129.87
22.57,130.21
